Agent_1_X,Agent_1_Y,Agent_2_X,Agent_2_Y,Agent_3_X,Agent_3_Y
-0.16514972,0.23563378,0.42186383,0.68646866,0.03011169,0.51263797
0.91102923,-0.91786815,-0.8911582,0.44036722,-0.57542336,0.35111356
0.45134262,0.18084488,0.81310666,0.3228079,0.59297154,0.76845803
0.76465811,0.95072044,0.79236603,0.87019674,0.08404676,0.02062225
-0.55689693,-0.09039673,-0.88418215,-0.47608991,-0.30605814,-0.36529954
-0.09420381,-0.01227114,-0.89707081,0.60796317,0.59560962,0.68855378
-0.17530966,-0.91955646,0.34475042,-0.37568843,0.01985102,0.73552193
0.77305031,0.13475966,0.14618709,0.28497823,0.48647481,-0.65620216
-0.60268293,-0.32829319,0.81431482,0.29504219,0.8523021,-0.39578697
0.84845142,0.7362144,-0.33951036,0.33973751,-0.48736284,0.67486362
0.83774239,0.83270955,-0.00929493,-0.30192861,-0.97538875,-0.80843741
-0.13216758,-0.72288607,-0.00674935,-0.13641228,-0.53711631,-0.06971898
0.63857359,-0.98283109,-0.6932405,0.07786501,-0.23483061,-0.03432116
0.45969313,-0.98468172,-0.47548945,-0.32283831,-0.78899968,0.36022824
-0.01783495,-0.27577371,-0.28151906,-0.90686654,0.95581135,-0.10129176
0.64807887,-0.56687796,-0.49745792,0.01940628,0.57454394,0.2105063
-0.48706209,0.1976323,-0.09260466,0.27223877,-0.53167938,0.48874703
0.08109035,-0.76987764,0.57874015,0.07854386,0.58768144,-0.65653147
-0.66549465,-0.60652857,0.76695283,-0.21302999,0.23332492,0.77929589
-0.96083552,0.58953852,0.68400371,-0.73088047,0.58646325,0.62723902
0.51978876,-0.56592685,-0.03914324,0.9479565,-0.8089968,0.30810383
0.01251837,-0.46609914,-0.99945391,0.82205746,-0.51606427,-0.62983609
0.07778438,0.70304724,-0.36455432,0.06939619,-0.02544227,-0.38908696
0.79869879,0.79503366,-0.83714743,-0.52145606,-0.4354791,-0.20742815
-0.15133494,-0.63714958,-0.97431358,-0.57428395,0.84588889,0.40534004
-0.47987153,0.83816233,0.01979417,-0.85027788,-0.39189009,0.2374326
0.99944591,-0.36404602,0.92316397,-0.7615267,-0.68184497,0.80372175
0.93645591,-0.95967159,0.78936593,-0.94732815,-0.17071486,-0.82242389
0.26750413,-0.69637502,-0.56867045,-0.76061819,-0.99919451,-0.85284861
-0.00223157,-0.66382715,0.23280703,0.00632701,0.31760559,-0.19247162
0.33755348,0.19519083,0.17622907,-0.03830705,-0.74983309,-0.33976661
-0.69386034,-0.15085141,0.94918728,-0.47349847,-0.32530927,0.7987997
-0.33440949,0.77363884,0.63038505,-0.51259483,-0.72534196,0.96635054
-0.7905438,-0.58741139,-0.28665696,-0.82197573,-0.14410903,-0.25814972
-0.54124238,-0.35347663,0.78396475,0.55782308,0.33152764,0.08527654
0.58164111,-0.7000453,0.88224724,-0.28437927,-0.48439341,-0.53463311
0.36124644,-0.97120666,-0.79586005,-0.72572616,-0.57275299,-0.5223218
-0.57464923,0.73025163,-0.66611551,0.42165706,-0.07781437,0.26669771
-0.83789726,0.85735965,-0.88387921,0.31392038,-0.08486865,-0.7364402
0.72003909,0.2771888,0.71143491,-0.98402515,0.01469031,0.95610511
0.47123044,0.27126603,0.6886344,0.80048543,0.53197705,-0.69221382
0.74194713,-0.78243146,-0.14466098,0.35589279,0.66888336,-0.79386394
0.55197323,-0.7636125,-0.81205237,0.76145062,0.41435448,0.01809694
0.62457886,0.21151795,0.68828098,-0.89548714,0.80565233,-0.19593982
0.93558261,0.03463658,0.1369397,0.34112171,-0.00673882,-0.10661171
0.04816516,-0.98759688,0.79627934,-0.88641377,-0.12422391,-0.10765763
0.26854569,0.60310699,-0.32765959,0.70678941,0.79236842,0.22397266
-0.48877594,-0.36618451,-0.35422121,-0.07346415,0.70820767,-0.44426917
-0.14627277,0.85848538,0.91474204,0.4744191,0.19923425,-0.55965703
-0.64311254,-0.61528898,-0.18714003,-0.19461873,-0.09570718,-0.53001438
-0.07287699,0.43400683,0.41718519,-0.03731152,0.87908745,-0.17614891
0.80079828,0.21594363,0.85553725,-0.74154266,0.67560421,-0.05946904
0.04714307,0.90987395,0.98394949,0.34008808,-0.42259945,-0.98454054
0.309462,-0.30094473,-0.45036897,-0.24272046,-0.0421801,-0.18576181
0.1017518,0.14372745,0.10226074,-0.02318935,-0.80593446,0.98520333
0.92447747,0.81745339,-0.51855576,-0.35292014,0.62907284,0.63272203
0.24990426,-0.45757264,-0.30530637,0.81684753,0.3763974,0.05014688
0.35471387,0.99372765,0.37745742,-0.21893549,0.5667373,0.24608958
0.92198362,0.49294301,-0.69756289,0.3971731,-0.63773235,0.37569029
0.89178024,0.25647637,-0.22283827,-0.5737408,0.19085821,0.0958231
-0.24874036,0.50272019,0.91599992,0.26172656,0.45000426,0.24899024
0.90780304,0.30054239,-0.65774089,0.63051084,0.32473604,0.36179136
-0.19683748,0.62929728,-0.90381033,-0.50426591,0.57888744,-0.72936678
0.83371068,0.00348833,0.98313561,0.65662193,0.6160467,-0.54703337
0.32241112,-0.73077772,0.02673294,0.77879961,0.97423692,0.41805407
0.4802481,-0.85638802,-0.12295126,-0.44968286,-0.21571146,0.65580214
-0.76270105,0.88287703,-0.09641289,-0.99086563,-0.59899725,0.65496995
-0.01651655,0.33364885,-0.74319737,-0.64332089,0.64150107,0.00653373
0.83057281,0.53945624,0.7366223,-0.1880668,0.35054478,0.47665174
-0.17822755,0.84630553,0.81885359,-0.14351765,0.03300576,-0.2769137
-0.00573141,0.70095676,0.73595957,-0.73112487,0.34170988,-0.30176084
0.11542078,0.13742206,0.4264148,-0.16180244,0.6753134,-0.90324249
-0.67586018,0.9395484,0.92747003,-0.70681442,0.23103269,0.75028753
-0.81342615,0.47890164,0.6490243,-0.61652748,0.34520892,-0.86027233
-0.74414307,0.72662352,-0.27067768,0.50819579,-0.27019537,0.43926546
-0.64984522,-0.9358131,-0.48105458,0.11052516,0.39769107,0.61685101
0.11130484,0.59429382,-0.73965972,-0.8489304,-0.5250655,0.40758091
0.5600895,0.9478841,-0.64112702,0.68551411,-0.92311082,-0.55940845
-0.62615303,-0.41164319,0.46524855,-0.74455237,-0.9011774,0.11534427
-0.99864903,-0.47863336,0.32205605,0.38360331,0.35275661,-0.83253493
0.11163972,0.45735192,0.97192743,0.11330921,-0.80284325,-0.79111495
-0.56531958,-0.81456829,0.46229502,0.58178857,-0.79025803,0.48603672
-0.08304167,-0.97550369,0.57339536,0.99522545,-0.85644498,-0.35993926
0.29518477,0.07116998,0.40335575,-0.52353918,-0.40743539,0.93488185
0.81507384,-0.06405832,-0.92370308,-0.96107007,-0.65729388,-0.14356411
0.32514751,-0.99046311,-0.21667402,-0.81718462,-0.97957277,-0.47982388
-0.81944804,-0.13732644,-0.53636664,0.37352009,-0.72641449,0.0854104
-0.74739068,0.97898293,-0.90208804,0.9949953,-0.20752677,0.90268972
-0.67518283,0.00683339,0.11624412,-0.18124278,0.27269727,0.81407855
0.68183909,0.6118767,-0.83972473,0.92025694,0.21542576,0.49371188
-0.08855109,0.38629573,-0.14021492,-0.38790971,0.72915911,0.82094047
0.17626946,-0.49391497,0.58725178,-0.31410338,-0.02363602,-0.45134833
-0.7789037,0.53923685,0.23642055,0.50776447,-0.6497953,-0.08745541
-0.25873254,-0.09478452,-0.84727438,0.97868024,-0.59975181,-0.34755985
-0.42742551,-0.46351734,0.43487307,0.1743025,-0.09327841,0.79969545
0.08476434,0.20624171,0.38499457,-0.07037587,0.94787156,-0.12454002
0.24381301,-0.64671623,0.27200099,-0.74917827,-0.44469809,-0.20722026
0.99458492,-0.63970556,-0.7173108,-0.15255789,0.28104568,-0.77591592
0.85097706,0.03285632,0.82747539,0.15767472,0.60087409,0.56799428
0.09524282,-0.47682319,-0.81506152,-0.82924928,0.77317067,-0.28283617
0.56607558,-0.40537578,-0.26336692,-0.26107057,-0.59715745,0.06822774
0.8108142,0.45761424,-0.00952453,-0.43133736,0.82429463,0.9508533
0.82973117,0.08922126,0.42876208,0.14210489,-0.159283,0.8944669
-0.05200459,-0.98998383,-0.83952442,0.42374802,0.49633674,-0.15830661
0.59371826,-0.46827694,-0.94840595,0.20795578,-0.60396089,0.23301642
-0.76823993,-0.61959279,0.31152889,-0.55969816,-0.80786151,0.81893999
-0.05534177,0.6026854,-0.93225751,0.49490789,-0.26904973,0.19048625
-0.58891645,-0.77199804,0.48723999,-0.57209724,0.3270574,-0.50232703
0.15488478,-0.35578021,0.32243478,-0.02523392,-0.2618632,0.80867221
-0.18252343,0.31839278,-0.14944207,-0.03370833,0.12288807,-0.982592
-0.48040209,-0.82138403,-0.12040672,-0.77888915,0.80346285,-0.78153226
0.06029182,0.34581006,-0.76051092,0.31441577,0.18499041,-0.07273091
0.72837249,0.12558059,-0.03996219,-0.16963488,0.91778143,0.1025777
-0.57439116,-0.78529159,0.77343171,-0.01343604,0.85306849,-0.82338473
-0.62485001,0.84210747,0.72312906,0.89668807,0.00594208,-0.864477
-0.81252442,-0.52258037,0.08258802,0.4831571,0.67381408,-0.14296322
-0.77077223,0.01126511,-0.8995213,0.83830375,-0.40344118,0.40679056
0.29317991,-0.87339979,0.82294822,0.01623736,-0.25123361,0.53144738
-0.66399164,0.3535753,-0.26391954,-0.66272991,-0.27295568,0.69817256
0.51731499,0.67531109,-0.50881841,-0.08195211,0.1731005,0.91154608
0.310442,0.6844035,-0.47516314,0.642339,-0.99996477,-0.89269178
0.85643335,-0.34426747,0.91334155,-0.45690092,0.69031541,-0.43408936
-0.32822122,-0.51485311,-0.74880995,0.80564361,-0.73277586,-0.54586251
-0.67016373,0.37322614,0.07300301,-0.39727661,0.66346919,0.46549502
-0.50328012,-0.3266054,0.93436748,-0.7004162,-0.91632421,0.30749413
-0.85006874,0.87002473,0.93835325,-0.95248765,-0.59215721,0.21023682
-0.38721328,0.1002196,0.22645368,0.66890295,0.56327501,-0.19223198
0.77742826,0.22045305,-0.42450049,-0.16165788,-0.69457508,0.0861349
0.36665421,0.52711814,-0.91590964,0.79578052,0.05846164,0.23449372
-0.32611529,-0.45256155,-0.70519934,-0.15387867,0.61573179,-0.92733262
0.12141634,0.5641111,-0.88923838,0.71862791,-0.7373545,-0.35334688
-0.15396853,0.42506742,0.74599752,-0.58892582,-0.16671528,-0.06128242
-0.3000457,-0.45042415,0.53078068,-0.90255317,-0.87538611,0.5735115
-0.9578775,0.8483892,-0.98637758,-0.52801261,-0.34483104,-0.2981452
-0.68013829,-0.07324766,0.1428347,0.12945548,0.76242548,-0.31224693
0.5458161,0.13147027,0.04218811,0.25834891,0.10069588,-0.98314508
0.4681084,0.37068194,-0.47963174,-0.29986698,0.98046161,0.47388921
0.95577012,0.14764374,-0.33953121,-0.32925622,-0.50484214,-0.58293527
-0.91814557,0.9589822,0.08501236,0.83647613,0.23837996,0.56099118
-0.22166322,-0.68848829,0.4052611,0.90787573,0.43281372,0.26704943
0.34517712,0.51792294,-0.95692167,0.0339896,0.54457314,0.14803721
0.88265814,0.91466076,0.10697799,-0.33882409,0.79847854,-0.67047548
-0.66025794,-0.99615478,-0.38138968,-0.7232256,-0.22332436,-0.26348679
-0.28211341,-0.65097432,-0.28226476,0.38105811,0.03654803,0.00737849
-0.58601332,0.46499119,0.43452258,-0.54491346,0.16347401,0.00010826
-0.91664173,-0.18760522,0.69807422,0.20109513,-0.29783727,-0.92569496
-0.87665005,0.50080308,-0.65128636,-0.87743756,0.12402383,0.68922667
0.70736953,0.74399476,0.88349568,0.61356622,-0.72331979,0.97900009
-0.73954532,0.50857038,-0.39242721,-0.83462995,0.15618747,-0.39394979
-0.12840577,0.62323588,-0.14855752,0.73910551,-0.76709155,0.44232248
-0.30760585,0.0674123,-0.20412367,-0.06975996,-0.26520845,0.74882776
-0.04785854,0.0752456,0.12917673,0.53556495,0.67297402,0.09724016
-0.06035542,0.12572801,0.35956312,-0.2260141,-0.41325784,-0.9840999
-0.69141819,-0.08810938,-0.32605885,0.78308218,0.57406113,0.32180763
-0.12228828,-0.74091238,0.94296118,-0.07638001,-0.28771481,-0.09919795
0.8800488,0.58911744,-0.84075073,-0.38292677,-0.16348509,-0.69414679
-0.84749945,-0.60425797,0.31261314,-0.05273975,0.96887831,0.48735333
-0.63730197,-0.46280706,-0.67223853,0.64779352,-0.58655747,-0.94382206
-0.7612375,0.06831615,0.72885775,0.5129525,-0.76758886,-0.1271117
0.7341446,-0.4728696,-0.2065234,0.48818518,-0.86099182,0.10412116
0.12930125,0.91298408,-0.19394206,0.18927034,0.2152551,-0.2220701
-0.2439485,0.72043478,-0.54780615,0.45728506,0.08343448,-0.3315558
0.37969118,-0.55029842,0.90302771,0.82904971,0.53959371,0.59185777
0.41052593,-0.74374124,0.59078744,-0.13574429,-0.38977408,0.79099612
-0.89803888,0.16986563,0.28105313,0.93043466,0.78190528,-0.53302822
-0.06328937,-0.34985224,-0.80727949,0.92585738,-0.91757744,0.3364637
-0.28128011,-0.23711269,-0.72377416,-0.53498796,-0.05959694,0.16743981
-0.9929088,0.95135112,-0.24837219,-0.23843183,0.91778153,0.07488354
-0.90722885,0.82101532,-0.86548394,-0.82496928,-0.80807238,-0.14895302
0.79371099,-0.47326786,0.4215945,-0.17924095,-0.85449397,0.39943502
-0.58501458,0.21593518,-0.46015267,0.04550674,0.09354045,0.91582678
-0.72378516,-0.77596243,-0.94147289,0.56795783,0.77921285,-0.5909466
0.58464054,-0.14778133,0.99633915,-0.68958066,0.91578539,0.78289256
-0.65472965,0.1842511,0.99384505,-0.13245502,-0.30065847,-0.92065962
0.87638392,-0.43227967,0.0055111,-0.50418422,-0.46292695,0.84026029
-0.97549928,-0.70686928,0.92231055,-0.97951341,0.62872327,0.13060988
-0.57883394,-0.27399355,0.93217124,0.65570837,-0.02982436,-0.90784543
-0.23049441,-0.72087527,-0.82607548,-0.3291432,0.99563996,0.24111452
0.96429148,-0.38862275,-0.49671939,-0.15791576,0.25801995,0.62490109
-0.57847202,0.42972898,-0.25423366,0.80715026,-0.67082668,0.41200047
-0.0339531,0.96745833,-0.81144136,0.40378037,-0.60871054,-0.11251714
0.19588665,0.94664077,0.14731393,-0.67503348,-0.90191793,-0.23849985
0.20985042,-0.06742719,-0.52115553,-0.77441301,-0.87126339,0.05308603
0.77390945,0.25979936,0.66699446,0.18702406,0.55409077,0.96774636
-0.75618138,-0.98437487,-0.54771487,0.64728801,-0.64411516,-0.36888074
0.09031036,-0.81430083,-0.9796175,-0.77880603,0.15129083,-0.26861821
0.58523303,-0.67752421,0.35363727,-0.38948301,-0.62221006,-0.89742254
-0.64086094,0.10897042,0.90471576,0.11535026,-0.79367878,-0.28559868
-0.93510712,0.8583551,0.46803162,0.88234018,0.603589,-0.67544434
-0.11664825,0.55989485,0.729705,0.57644267,0.73547636,-0.792146
0.86105026,-0.49565276,0.65713286,-0.71284569,-0.53225064,-0.38951992
0.44512558,0.01169406,0.64872281,-0.04954203,0.80943884,-0.39408756
0.58981044,-0.54358605,-0.01820037,-0.8187243,0.72808804,-0.34386112
0.85124068,0.77580434,-0.22563021,-0.28495783,0.66675336,-0.08563872
-0.28464052,-0.69571548,-0.978643,-0.45148788,0.2839994,0.33033944
0.24622227,-0.03521459,-0.93135078,-0.72919973,0.90395659,0.99949342
-0.21661377,0.76155991,-0.34273735,-0.56303729,0.16200481,0.41845008
0.93339623,-0.76565647,-0.95762719,-0.77230766,-0.12321941,-0.61974174
0.21072834,0.81776885,-0.54019162,-0.49930474,0.84115551,-0.98060386
-0.44104498,0.1417467,-0.24186206,0.8736615,-0.83318608,0.62677784
-0.04333933,0.1224342,0.26680405,-0.26216612,-0.83466576,0.94110948
-0.65636529,0.8924309,0.31490952,-0.03007044,0.60393006,0.27891458
0.3430758,0.01139116,0.21428774,-0.63058301,0.92767113,-0.67394042
0.73813159,0.35926866,0.82334119,-0.55845646,0.4721932,0.52565855
0.42200939,-0.23728505,-0.1071468,-0.30662706,-0.63646534,0.0361961
-0.89068702,0.93790354,0.60028687,-0.19776669,0.29706501,0.44073859
-0.53249366,0.51573071,0.18242509,0.51965035,0.21132336,0.9042386
-0.7329037,0.95569205,-0.18811141,0.19584027,0.63441651,0.85100315
-0.10045009,0.74715758,-0.65488094,0.21809993,-0.86823504,0.77082219
0.19196108,-0.31317167,-0.79169504,0.49806297,0.08611651,-0.99936466
-0.10308879,-0.82188086,0.33219927,0.98480187,0.40113728,0.14429965
0.93464875,-0.40682825,-0.0778594,-0.87769461,-0.68228868,0.16082428
-0.15113205,0.39666373,0.10875486,0.68606947,-0.98598266,0.91895812
0.22578511,-0.12866239,0.00649374,0.89792865,0.31664648,0.45499824
0.23308867,0.15433431,-0.26910327,-0.01175925,-0.45608488,-0.03161345
0.7664518,-0.23825519,-0.34185232,0.55094081,0.27404322,-0.92385273
0.67301036,-0.4621981,-0.0443946,0.71496485,-0.5101681,-0.03714092
0.85938901,0.29087883,-0.68572965,-0.93507133,0.77970659,0.65059157
0.43623994,0.01916105,0.57328426,-0.31707958,-0.9742844,-0.15660152
-0.66529278,-0.53132534,-0.53354198,-0.14535053,0.31481074,0.63737492
-0.44460206,-0.92782131,-0.69882789,-0.06972863,-0.66297472,0.95471704
0.70758838,0.01618376,0.71036336,0.80645617,0.58602537,-0.71735895
0.77770545,-0.7477258,0.11971866,-0.57686186,0.67470968,0.1036487
-0.19132275,-0.48543751,0.45137401,0.50415282,0.44013788,-0.46997134
-0.64025003,-0.53182202,0.86773862,0.76683209,0.00827551,-0.44022513
0.87206126,0.31146284,-0.08566385,-0.42891456,0.65454592,-0.473427
0.93403809,0.7829068,-0.21405915,0.61394831,-0.25800823,0.38315189
0.34037399,0.46809736,-0.53244423,0.40481932,-0.30042121,-0.24498761
-0.90105173,-0.10109928,0.94386317,0.55479769,0.58249647,0.81050223
0.20292713,0.99777545,0.47493126,0.36805513,0.47737422,0.00338117
0.75699359,-0.09670521,-0.05713596,-0.35806643,0.19866691,0.13824966
0.02628937,0.89329034,-0.18332259,0.4495389,-0.39678839,0.33104665
0.66177879,-0.19622912,-0.78635014,-0.78099472,0.72480608,0.38130075
0.63208155,-0.18618168,0.88494946,0.56338806,0.04111821,-0.10287625
0.39860753,-0.96505202,0.32969502,-0.5753116,-0.35650402,-0.34211976
-0.30945056,0.726669,-0.08008412,-0.41735881,0.19353457,0.89989855
0.10233659,-0.43929514,0.70117857,0.59556635,0.99583714,0.29369079
-0.20326778,0.97705703,0.07577247,0.1040343,0.65186896,0.87007612
-0.48923974,-0.79102777,-0.65293746,-0.2655566,0.44172187,0.92303526
-0.19712784,-0.05247314,0.22772955,0.10236575,0.09785894,-0.32570591
0.63820914,0.76185945,0.39710003,0.47223552,0.43001897,-0.86859604
-0.68239804,0.74213922,-0.41170109,-0.87602494,0.46971534,0.6643888
-0.55821296,-0.97745784,-0.94766533,0.87768452,0.91443187,-0.39029704
-0.93895203,-0.67323634,-0.35524185,-0.25330231,0.44053431,0.49772932
-0.13937103,-0.39010978,-0.12637587,-0.4798716,-0.25835454,0.71004196
-0.82069554,-0.03336907,-0.64872159,0.43430661,0.1148949,0.20198253
0.17694633,-0.09811799,0.94045841,-0.12974363,0.49341218,0.67426338
0.87014569,0.82921277,0.80619595,-0.01217344,-0.22987414,0.35035046
-0.96256113,-0.07201401,-0.39144491,0.71010892,0.32394057,0.83672742
-0.37409882,0.27313649,0.10280316,0.27713742,0.83721221,-0.06043103
-0.97667669,-0.98398111,0.78008579,-0.10566194,-0.47062297,0.31119857
0.07947766,0.3384194,0.53686374,0.58426828,0.98715074,-0.32262013
0.99586217,0.89658011,0.62295632,0.4805363,-0.23267185,0.60408304
0.0728349,-0.98563606,0.01091968,-0.7005845,-0.03322044,0.82689315
0.39258826,-0.89988611,-0.66401498,0.04737591,-0.58542285,0.90961232
0.15206048,-0.2209829,-0.1767278,0.70598716,-0.17304778,0.99150972
0.43734386,0.62099884,0.31480928,0.9221743,0.05869176,-0.11468973
0.84507975,-0.38011478,0.73312981,0.14688562,-0.8616872,0.66446026
-0.81269007,-0.12471862,-0.01268972,0.24761167,0.61133445,0.6777087
-0.52793646,0.1368449,0.76042235,-0.45605691,-0.03264618,0.2076843
0.01218679,0.58174764,-0.51951835,0.97973845,-0.64075544,-0.66026581
-0.06991147,-0.98683434,0.56225856,0.77708608,0.54387022,0.05911684
-0.65592152,-0.27357563,-0.66955201,0.49714774,-0.24079899,0.16688323
0.98122904,0.02764713,0.62253133,-0.12117081,-0.93504125,0.50577531
-0.04966942,0.83819296,0.04790048,0.25472095,-0.74333909,-0.47169657
0.26693277,-0.46778223,0.42714645,-0.55562624,-0.18304706,-0.74183221
-0.89555167,-0.91523222,0.23922105,-0.95972179,-0.50360643,-0.97750684
0.16332282,-0.99537413,-0.98644896,0.3478461,0.74991365,0.96233131
-0.34195148,-0.97052506,0.89763875,-0.13389982,0.32169717,-0.57234254
0.52127094,0.79766427,-0.79162144,-0.11965275,-0.20520311,0.08340209
-0.66490554,-0.16646247,-0.32909956,-0.62280189,0.39740134,-0.09716735
-0.51146642,0.3486023,-0.01167669,0.77553918,0.20346609,-0.43354475
0.18605758,-0.73139264,-0.52668597,-0.60568883,0.07907013,0.53402856
0.31930978,-0.46303912,0.35808666,-0.30536457,0.1038107,0.5635411
-0.03691608,-0.17205209,-0.72798568,0.32028924,-0.59645902,0.07513218
0.51062778,0.38586303,-0.95641948,-0.23599449,-0.86951194,-0.93638228
-0.0091898,-0.32862291,0.45387086,-0.52003675,-0.48806131,-0.87041275
0.38193553,-0.25242588,0.09617853,0.7556868,-0.92990685,-0.22083555
-0.38535141,-0.65128013,0.11123859,0.95636769,0.336423,0.5130061
0.47966791,-0.22623767,-0.8258778,-0.87244032,-0.88848483,0.32633377
-0.26144372,0.25659111,0.52043556,0.0417557,-0.84562705,0.4046448
-0.58714082,-0.95072317,-0.16266775,-0.53437868,0.38451415,-0.1374346
0.03219685,-0.56552135,-0.78971549,0.81750182,-0.79295713,-0.81214632
0.14201563,-0.94965756,0.9802865,-0.14001579,-0.33143604,-0.88077143
-0.66223428,-0.9700774,-0.85044293,0.50896289,-0.91624781,0.62158276
-0.78744517,0.48530494,-0.90896541,-0.8511121,-0.96615289,0.13369244
-0.7603698,-0.05282673,-0.78136497,-0.29307132,0.38225875,-0.52184267
-0.84153842,-0.4188472,-0.74646666,-0.85658753,-0.76734602,-0.29786482
-0.57596448,-0.39885921,-0.97076664,0.75589313,0.73822846,0.68893839
0.24634394,-0.14019426,-0.15066632,0.96502814,-0.06399649,-0.6373995
0.99293244,-0.63110834,-0.49361424,0.77351699,0.97644856,-0.2340621
-0.82343315,0.7351187,0.24102751,-0.94899632,0.64238919,0.09103552
-0.72077319,0.59774937,0.27271134,-0.49617906,-0.76591248,0.40675719
-0.06117359,0.48556336,0.97571612,0.28159563,0.9734431,-0.71668032
0.92231157,-0.42354217,-0.02176276,0.99371318,0.10305587,0.67599789
0.25321119,-0.69592967,0.51009201,0.59541268,0.66868102,-0.8032188
-0.92260456,-0.08976551,-0.15326287,0.01125836,-0.9760714,-0.24093926
0.2947529,0.61393663,0.21138841,0.76313755,0.37877517,0.13875097
0.03979481,0.08483896,-0.01686719,-0.37096943,-0.9857408,0.26567087
-0.62923862,0.46871393,0.80972247,0.31170406,-0.17744278,-0.93681281
-0.97435061,0.68626084,-0.59889438,0.67773758,-0.82831519,-0.70131495
-0.65676736,-0.68632757,0.59207055,-0.93716367,0.76239245,-0.93823124
-0.91520719,-0.42199884,0.96512002,-0.28370845,-0.76801743,-0.48545813
0.18071145,0.89593134,-0.60130415,0.60407612,0.15527297,0.28423824
0.33957718,0.53296256,0.69276769,0.56082747,-0.5857461,-0.72987885
0.6603283,-0.21333166,-0.91799773,-0.35233029,0.72348605,0.3230859
-0.87941099,0.94320384,-0.31107258,-0.80264514,0.29764008,-0.95193687
-0.07579719,-0.95678955,0.85697656,-0.57036349,-0.6471836,0.24476392
-0.68478597,0.55216511,0.17970847,0.09608285,0.94568601,0.65985868
-0.99528378,-0.35390233,0.2480276,-0.58422605,-0.31915088,-0.41863463
-0.49151444,0.17774863,0.93655137,-0.67680513,0.05650147,-0.44629368
-0.19936581,-0.19984846,0.38190284,0.58498261,0.9680022,-0.34567383
-0.44466263,-0.06238018,-0.42829765,0.14192006,-0.5931447,0.07382778
-0.89555101,-0.06595567,-0.59354172,-0.42779678,0.88027994,0.83737247
-0.81478703,-0.69061472,0.36033085,-0.93300531,-0.0258713,0.19450513
0.11777101,0.85071166,-0.82854542,0.61692946,-0.84065265,0.036302
0.17956056,-0.20127869,0.32441061,0.84246428,-0.18045953,0.1114157
-0.33461085,0.87194439,-0.08372649,-0.5719511,0.4885799,-0.00711382
0.5949132,0.83641167,-0.97124771,0.11497663,-0.72235081,-0.98831104
0.43842425,0.26259225,-0.95550163,-0.01283222,-0.92964771,0.85645447
0.86673957,-0.57510411,-0.68336924,0.62628939,0.6585654,-0.54501259
0.27157845,0.61592838,-0.97455617,0.68383617,-0.19983739,0.50436767
0.67060673,0.06869784,-0.55778529,-0.48858805,0.57462941,0.00263865
-0.18503219,-0.02183347,-0.92601827,-0.39241453,0.1921393,0.4095206
0.63781883,-0.69872027,0.37186471,0.24375362,0.1047855,0.89479166
0.50935521,-0.8673349,0.02697251,-0.29389262,-0.40708151,-0.84149876
-0.39590277,0.55865205,0.16829678,0.10537759,-0.61326269,-0.72223239
-0.02536745,0.20838098,-0.90219414,0.49925342,-0.95114923,0.14369706
0.32240432,0.92568349,-0.80812115,0.47740589,0.79699416,-0.74605294
0.78877622,-0.57420507,0.76529611,-0.35338593,0.98074266,0.86918922
0.37008628,0.11014165,0.93676904,-0.92768845,0.05133367,-0.40191009
0.03345016,0.21203748,-0.76976136,0.69443363,-0.91978837,0.20133579
-0.9313629,-0.10850084,0.29459468,0.41359574,-0.05085966,-0.55437139
0.25399117,-0.74147183,-0.07564723,0.11640492,-0.04517302,-0.09142657
-0.19215682,-0.51757252,-0.20127152,0.81622708,-0.95104446,0.43161186
0.23128121,0.93458634,-0.45232864,0.09260051,-0.13625166,-0.1549643
0.53080889,-0.03991808,-0.56796671,0.35034217,-0.81706135,0.13662722
0.47892694,0.54403261,-0.12459945,-0.03838799,0.40015026,-0.9176491
-0.67717458,-0.82893651,-0.27439574,-0.70973174,-0.3249755,-0.14122731
-0.47606125,-0.19608616,-0.3699901,0.20623423,-0.87345554,0.0982683
-0.84774223,0.39072824,-0.34242627,0.19582638,0.15937118,0.99268315
0.99554902,0.88488139,-0.49334236,0.86418826,-0.32544132,-0.48575791
-0.60975548,0.10198816,-0.44221164,-0.31133677,-0.54290976,-0.54815625
0.38672377,-0.13027325,-0.08378089,0.45093937,0.95192334,0.52070833
-0.84128821,-0.44019593,0.66445683,0.28739647,0.66726475,0.99877994
0.09868654,-0.24952897,-0.06239181,-0.62069501,-0.16213526,-0.77751178
-0.54171456,-0.67337414,-0.64369583,0.07165821,0.55862917,-0.94998527
0.83495852,0.72155827,0.91147402,-0.14882484,-0.80133797,0.58737614
0.51421889,0.60505595,0.61707675,-0.45434288,-0.80377701,-0.63255116
-0.42562219,-0.83527633,-0.43975381,0.4756127,-0.49918006,-0.36338806
0.92668076,0.94135788,0.13680059,-0.04897808,-0.63723878,-0.20805564
-0.9373902,-0.66691327,-0.34558489,-0.63754968,0.74836007,-0.64071218
-0.32603333,0.49682817,-0.59565478,0.11319883,-0.30579679,0.4393516
-0.35441244,0.09254141,0.67946611,0.83880832,0.13688385,0.36763743
-0.6378288,0.87866969,-0.35789268,0.96776614,-0.34784317,-0.58734822
0.05666884,0.50905381,0.64085116,0.25460099,-0.10111206,-0.48041601
0.6199924,-0.51644903,0.62372649,-0.37735531,-0.19141914,-0.43064833
