Timestamp: 2024-07-10 04:32:31
Instruction: ['left', 'left']
Instruction Log: [['left', 'E', (1, 1)], ['left', 'N', (1, 1)]]

Remaining coverage Log: 

  ((1, 1), 'n'): ['right', 'forward']
  ((1, 1), 'e'): ['right', 'forward']
  ((4, 3), 'n'): ['left', 'right', 'forward']
  ((4, 3), 'e'): ['left', 'right', 'forward']
  ((4, 3), 's'): ['left', 'right', 'forward']
  ((4, 3), 'w'): ['left', 'right', 'forward']
  ((4, 4), 'n'): ['left', 'right', 'forward']
  ((4, 4), 'e'): ['left', 'right', 'forward']
  ((4, 4), 's'): ['left', 'right', 'forward']
  ((4, 4), 'w'): ['left', 'right', 'forward']
  ((4, 5), 'n'): ['left', 'right', 'forward']
  ((4, 5), 'e'): ['left', 'right', 'forward']
  ((4, 5), 's'): ['left', 'right', 'forward']
  ((4, 5), 'w'): ['left', 'right', 'forward']
  ((5, 1), 'n'): ['left', 'right', 'forward']
  ((5, 1), 'e'): ['left', 'right', 'forward']
  ((5, 1), 's'): ['left', 'right', 'forward']
  ((5, 1), 'w'): ['left', 'right', 'forward']
  ((5, 3), 'n'): ['left', 'right', 'forward']
  ((5, 3), 'e'): ['left', 'right', 'forward']
  ((5, 3), 's'): ['left', 'right', 'forward']
  ((5, 3), 'w'): ['left', 'right', 'forward']
  ((5, 4), 'n'): ['left', 'right', 'forward']
  ((5, 4), 'e'): ['left', 'right', 'forward']
  ((5, 4), 's'): ['left', 'right', 'forward']
  ((5, 4), 'w'): ['left', 'right', 'forward']
  ((5, 5), 'n'): ['left', 'right', 'forward']
  ((5, 5), 'e'): ['left', 'right', 'forward']
  ((5, 5), 's'): ['left', 'right', 'forward']
  ((5, 5), 'w'): ['left', 'right', 'forward']

Timestamp: 2024-07-10 04:32:32
Instruction: ['forward', 'left', 'left', 'forward']
Instruction Log: [['forward', 'E', (1, 1)], ['left', 'E', (2, 1)], ['left', 'N', (2, 1)], ['forward', 'W', (2, 1)]]

Remaining coverage Log: 

  ((1, 5), 'n'): ['left', 'right', 'forward']
  ((1, 5), 'e'): ['left', 'right', 'forward']
  ((1, 5), 's'): ['left', 'right', 'forward']
  ((1, 5), 'w'): ['left', 'right', 'forward']
  ((2, 2), 'n'): ['left', 'right', 'forward']
  ((2, 2), 'e'): ['left', 'right', 'forward']
  ((2, 2), 's'): ['left', 'right', 'forward']
  ((2, 2), 'w'): ['left', 'right', 'forward']
  ((2, 3), 'n'): ['left', 'right', 'forward']
  ((2, 3), 'e'): ['left', 'right', 'forward']
  ((2, 3), 's'): ['left', 'right', 'forward']
  ((2, 3), 'w'): ['left', 'right', 'forward']
  ((2, 4), 'n'): ['left', 'right', 'forward']
  ((2, 4), 'e'): ['left', 'right', 'forward']
  ((2, 4), 's'): ['left', 'right', 'forward']
  ((2, 4), 'w'): ['left', 'right', 'forward']
  ((2, 5), 'n'): ['left', 'right', 'forward']
  ((2, 5), 'e'): ['left', 'right', 'forward']
  ((2, 5), 's'): ['left', 'right', 'forward']
  ((2, 5), 'w'): ['left', 'right', 'forward']
  ((3, 1), 'n'): ['left', 'right', 'forward']
  ((3, 1), 's'): ['left', 'right', 'forward']
  ((3, 1), 'w'): ['left', 'right', 'forward']
  ((3, 4), 'n'): ['left', 'right', 'forward']
  ((3, 4), 'e'): ['left', 'right', 'forward']
  ((3, 4), 's'): ['left', 'right', 'forward']
  ((3, 4), 'w'): ['left', 'right', 'forward']
  ((3, 5), 'n'): ['left', 'right', 'forward']
  ((3, 5), 'e'): ['left', 'right', 'forward']
  ((3, 5), 's'): ['left', 'right', 'forward']
  ((3, 5), 'w'): ['left', 'right', 'forward']
  ((4, 1), 'n'): ['left', 'right', 'forward']
  ((4, 1), 'e'): ['left', 'right', 'forward']
  ((4, 1), 's'): ['left', 'right', 'forward']
  ((4, 1), 'w'): ['left', 'right', 'forward']
  ((4, 2), 'n'): ['left', 'right', 'forward']
  ((4, 2), 'e'): ['left', 'right', 'forward']
  ((4, 2), 's'): ['left', 'right', 'forward']
  ((4, 2), 'w'): ['left', 'right', 'forward']
  ((4, 3), 'n'): ['left', 'right', 'forward']
  ((4, 3), 'e'): ['left', 'right', 'forward']
  ((4, 3), 's'): ['left', 'right', 'forward']
  ((4, 3), 'w'): ['left', 'right', 'forward']
  ((4, 4), 'n'): ['left', 'right', 'forward']
  ((4, 4), 'e'): ['left', 'right', 'forward']
  ((4, 4), 's'): ['left', 'right', 'forward']
  ((4, 4), 'w'): ['left', 'right', 'forward']
  ((4, 5), 'n'): ['left', 'right', 'forward']
  ((4, 5), 'e'): ['left', 'right', 'forward']
  ((4, 5), 's'): ['left', 'right', 'forward']
  ((4, 5), 'w'): ['left', 'right', 'forward']
  ((5, 1), 'n'): ['left', 'right', 'forward']
  ((5, 1), 'e'): ['left', 'right', 'forward']
  ((5, 1), 's'): ['left', 'right', 'forward']
  ((5, 1), 'w'): ['left', 'right', 'forward']
  ((5, 3), 'n'): ['left', 'right', 'forward']
  ((5, 3), 'e'): ['left', 'right', 'forward']
  ((5, 3), 's'): ['left', 'right', 'forward']
  ((5, 3), 'w'): ['left', 'right', 'forward']
  ((5, 4), 'n'): ['left', 'right', 'forward']
  ((5, 4), 'e'): ['left', 'right', 'forward']
  ((5, 4), 's'): ['left', 'right', 'forward']
  ((5, 4), 'w'): ['left', 'right', 'forward']
  ((5, 5), 'n'): ['left', 'right', 'forward']
  ((5, 5), 'e'): ['left', 'right', 'forward']
  ((5, 5), 's'): ['left', 'right', 'forward']
  ((5, 5), 'w'): ['left', 'right', 'forward']

Timestamp: 2024-07-10 04:32:32
Instruction: ['forward', 'right', 'right', 'left']
Instruction Log: [['forward', 'E', (1, 1)], ['right', 'E', (2, 1)], ['right', 'S', (2, 1)], ['left', 'W', (2, 1)]]

Remaining coverage Log: 

  ((1, 5), 'n'): ['left', 'right', 'forward']
  ((1, 5), 'e'): ['left', 'right', 'forward']
  ((1, 5), 's'): ['left', 'right', 'forward']
  ((1, 5), 'w'): ['left', 'right', 'forward']
  ((2, 2), 'n'): ['left', 'right', 'forward']
  ((2, 2), 'e'): ['left', 'right', 'forward']
  ((2, 2), 's'): ['left', 'right', 'forward']
  ((2, 2), 'w'): ['left', 'right', 'forward']
  ((2, 3), 'n'): ['left', 'right', 'forward']
  ((2, 3), 'e'): ['left', 'right', 'forward']
  ((2, 3), 's'): ['left', 'right', 'forward']
  ((2, 3), 'w'): ['left', 'right', 'forward']
  ((2, 4), 'n'): ['left', 'right', 'forward']
  ((2, 4), 'e'): ['left', 'right', 'forward']
  ((2, 4), 's'): ['left', 'right', 'forward']
  ((2, 4), 'w'): ['left', 'right', 'forward']
  ((2, 5), 'n'): ['left', 'right', 'forward']
  ((2, 5), 'e'): ['left', 'right', 'forward']
  ((2, 5), 's'): ['left', 'right', 'forward']
  ((2, 5), 'w'): ['left', 'right', 'forward']
  ((3, 1), 'n'): ['left', 'right', 'forward']
  ((3, 1), 's'): ['left', 'right', 'forward']
  ((3, 1), 'w'): ['left', 'right', 'forward']
  ((3, 4), 'n'): ['left', 'right', 'forward']
  ((3, 4), 'e'): ['left', 'right', 'forward']
  ((3, 4), 's'): ['left', 'right', 'forward']
  ((3, 4), 'w'): ['left', 'right', 'forward']
  ((3, 5), 'n'): ['left', 'right', 'forward']
  ((3, 5), 'e'): ['left', 'right', 'forward']
  ((3, 5), 's'): ['left', 'right', 'forward']
  ((3, 5), 'w'): ['left', 'right', 'forward']
  ((4, 1), 'n'): ['left', 'right', 'forward']
  ((4, 1), 'e'): ['left', 'right', 'forward']
  ((4, 1), 's'): ['left', 'right', 'forward']
  ((4, 1), 'w'): ['left', 'right', 'forward']
  ((4, 2), 'n'): ['left', 'right', 'forward']
  ((4, 2), 'e'): ['left', 'right', 'forward']
  ((4, 2), 's'): ['left', 'right', 'forward']
  ((4, 2), 'w'): ['left', 'right', 'forward']
  ((4, 3), 'n'): ['left', 'right', 'forward']
  ((4, 3), 'e'): ['left', 'right', 'forward']
  ((4, 3), 's'): ['left', 'right', 'forward']
  ((4, 3), 'w'): ['left', 'right', 'forward']
  ((4, 4), 'n'): ['left', 'right', 'forward']
  ((4, 4), 'e'): ['left', 'right', 'forward']
  ((4, 4), 's'): ['left', 'right', 'forward']
  ((4, 4), 'w'): ['left', 'right', 'forward']
  ((4, 5), 'n'): ['left', 'right', 'forward']
  ((4, 5), 'e'): ['left', 'right', 'forward']
  ((4, 5), 's'): ['left', 'right', 'forward']
  ((4, 5), 'w'): ['left', 'right', 'forward']
  ((5, 1), 'n'): ['left', 'right', 'forward']
  ((5, 1), 'e'): ['left', 'right', 'forward']
  ((5, 1), 's'): ['left', 'right', 'forward']
  ((5, 1), 'w'): ['left', 'right', 'forward']
  ((5, 3), 'n'): ['left', 'right', 'forward']
  ((5, 3), 'e'): ['left', 'right', 'forward']
  ((5, 3), 's'): ['left', 'right', 'forward']
  ((5, 3), 'w'): ['left', 'right', 'forward']
  ((5, 4), 'n'): ['left', 'right', 'forward']
  ((5, 4), 'e'): ['left', 'right', 'forward']
  ((5, 4), 's'): ['left', 'right', 'forward']
  ((5, 4), 'w'): ['left', 'right', 'forward']
  ((5, 5), 'n'): ['left', 'right', 'forward']
  ((5, 5), 'e'): ['left', 'right', 'forward']
  ((5, 5), 's'): ['left', 'right', 'forward']
  ((5, 5), 'w'): ['left', 'right', 'forward']

Timestamp: 2024-07-10 04:32:32
Instruction: ['forward', 'right', 'right', 'right']
Instruction Log: [['forward', 'E', (1, 1)], ['right', 'E', (2, 1)], ['right', 'S', (2, 1)], ['right', 'W', (2, 1)]]

Remaining coverage Log: 

  ((1, 5), 'n'): ['left', 'right', 'forward']
  ((1, 5), 'e'): ['left', 'right', 'forward']
  ((1, 5), 's'): ['left', 'right', 'forward']
  ((1, 5), 'w'): ['left', 'right', 'forward']
  ((2, 2), 'n'): ['left', 'right', 'forward']
  ((2, 2), 'e'): ['left', 'right', 'forward']
  ((2, 2), 's'): ['left', 'right', 'forward']
  ((2, 2), 'w'): ['left', 'right', 'forward']
  ((2, 3), 'n'): ['left', 'right', 'forward']
  ((2, 3), 'e'): ['left', 'right', 'forward']
  ((2, 3), 's'): ['left', 'right', 'forward']
  ((2, 3), 'w'): ['left', 'right', 'forward']
  ((2, 4), 'n'): ['left', 'right', 'forward']
  ((2, 4), 'e'): ['left', 'right', 'forward']
  ((2, 4), 's'): ['left', 'right', 'forward']
  ((2, 4), 'w'): ['left', 'right', 'forward']
  ((2, 5), 'n'): ['left', 'right', 'forward']
  ((2, 5), 'e'): ['left', 'right', 'forward']
  ((2, 5), 's'): ['left', 'right', 'forward']
  ((2, 5), 'w'): ['left', 'right', 'forward']
  ((3, 1), 'n'): ['left', 'right', 'forward']
  ((3, 1), 's'): ['left', 'right', 'forward']
  ((3, 1), 'w'): ['left', 'right', 'forward']
  ((3, 4), 'n'): ['left', 'right', 'forward']
  ((3, 4), 'e'): ['left', 'right', 'forward']
  ((3, 4), 's'): ['left', 'right', 'forward']
  ((3, 4), 'w'): ['left', 'right', 'forward']
  ((3, 5), 'n'): ['left', 'right', 'forward']
  ((3, 5), 'e'): ['left', 'right', 'forward']
  ((3, 5), 's'): ['left', 'right', 'forward']
  ((3, 5), 'w'): ['left', 'right', 'forward']
  ((4, 1), 'n'): ['left', 'right', 'forward']
  ((4, 1), 'e'): ['left', 'right', 'forward']
  ((4, 1), 's'): ['left', 'right', 'forward']
  ((4, 1), 'w'): ['left', 'right', 'forward']
  ((4, 2), 'n'): ['left', 'right', 'forward']
  ((4, 2), 'e'): ['left', 'right', 'forward']
  ((4, 2), 's'): ['left', 'right', 'forward']
  ((4, 2), 'w'): ['left', 'right', 'forward']
  ((4, 3), 'n'): ['left', 'right', 'forward']
  ((4, 3), 'e'): ['left', 'right', 'forward']
  ((4, 3), 's'): ['left', 'right', 'forward']
  ((4, 3), 'w'): ['left', 'right', 'forward']
  ((4, 4), 'n'): ['left', 'right', 'forward']
  ((4, 4), 'e'): ['left', 'right', 'forward']
  ((4, 4), 's'): ['left', 'right', 'forward']
  ((4, 4), 'w'): ['left', 'right', 'forward']
  ((4, 5), 'n'): ['left', 'right', 'forward']
  ((4, 5), 'e'): ['left', 'right', 'forward']
  ((4, 5), 's'): ['left', 'right', 'forward']
  ((4, 5), 'w'): ['left', 'right', 'forward']
  ((5, 1), 'n'): ['left', 'right', 'forward']
  ((5, 1), 'e'): ['left', 'right', 'forward']
  ((5, 1), 's'): ['left', 'right', 'forward']
  ((5, 1), 'w'): ['left', 'right', 'forward']
  ((5, 3), 'n'): ['left', 'right', 'forward']
  ((5, 3), 'e'): ['left', 'right', 'forward']
  ((5, 3), 's'): ['left', 'right', 'forward']
  ((5, 3), 'w'): ['left', 'right', 'forward']
  ((5, 4), 'n'): ['left', 'right', 'forward']
  ((5, 4), 'e'): ['left', 'right', 'forward']
  ((5, 4), 's'): ['left', 'right', 'forward']
  ((5, 4), 'w'): ['left', 'right', 'forward']
  ((5, 5), 'n'): ['left', 'right', 'forward']
  ((5, 5), 'e'): ['left', 'right', 'forward']
  ((5, 5), 's'): ['left', 'right', 'forward']
  ((5, 5), 'w'): ['left', 'right', 'forward']

Timestamp: 2024-07-10 04:32:32
Instruction: ['forward', 'right', 'right', 'forward']
Instruction Log: [['forward', 'E', (1, 1)], ['right', 'E', (2, 1)], ['right', 'S', (2, 1)], ['forward', 'W', (2, 1)]]

Remaining coverage Log: 

  ((1, 5), 'n'): ['left', 'right', 'forward']
  ((1, 5), 'e'): ['left', 'right', 'forward']
  ((1, 5), 's'): ['left', 'right', 'forward']
  ((1, 5), 'w'): ['left', 'right', 'forward']
  ((2, 2), 'n'): ['left', 'right', 'forward']
  ((2, 2), 'e'): ['left', 'right', 'forward']
  ((2, 2), 's'): ['left', 'right', 'forward']
  ((2, 2), 'w'): ['left', 'right', 'forward']
  ((2, 3), 'n'): ['left', 'right', 'forward']
  ((2, 3), 'e'): ['left', 'right', 'forward']
  ((2, 3), 's'): ['left', 'right', 'forward']
  ((2, 3), 'w'): ['left', 'right', 'forward']
  ((2, 4), 'n'): ['left', 'right', 'forward']
  ((2, 4), 'e'): ['left', 'right', 'forward']
  ((2, 4), 's'): ['left', 'right', 'forward']
  ((2, 4), 'w'): ['left', 'right', 'forward']
  ((2, 5), 'n'): ['left', 'right', 'forward']
  ((2, 5), 'e'): ['left', 'right', 'forward']
  ((2, 5), 's'): ['left', 'right', 'forward']
  ((2, 5), 'w'): ['left', 'right', 'forward']
  ((3, 1), 'n'): ['left', 'right', 'forward']
  ((3, 1), 's'): ['left', 'right', 'forward']
  ((3, 1), 'w'): ['left', 'right', 'forward']
  ((3, 4), 'n'): ['left', 'right', 'forward']
  ((3, 4), 'e'): ['left', 'right', 'forward']
  ((3, 4), 's'): ['left', 'right', 'forward']
  ((3, 4), 'w'): ['left', 'right', 'forward']
  ((3, 5), 'n'): ['left', 'right', 'forward']
  ((3, 5), 'e'): ['left', 'right', 'forward']
  ((3, 5), 's'): ['left', 'right', 'forward']
  ((3, 5), 'w'): ['left', 'right', 'forward']
  ((4, 1), 'n'): ['left', 'right', 'forward']
  ((4, 1), 'e'): ['left', 'right', 'forward']
  ((4, 1), 's'): ['left', 'right', 'forward']
  ((4, 1), 'w'): ['left', 'right', 'forward']
  ((4, 2), 'n'): ['left', 'right', 'forward']
  ((4, 2), 'e'): ['left', 'right', 'forward']
  ((4, 2), 's'): ['left', 'right', 'forward']
  ((4, 2), 'w'): ['left', 'right', 'forward']
  ((4, 3), 'n'): ['left', 'right', 'forward']
  ((4, 3), 'e'): ['left', 'right', 'forward']
  ((4, 3), 's'): ['left', 'right', 'forward']
  ((4, 3), 'w'): ['left', 'right', 'forward']
  ((4, 4), 'n'): ['left', 'right', 'forward']
  ((4, 4), 'e'): ['left', 'right', 'forward']
  ((4, 4), 's'): ['left', 'right', 'forward']
  ((4, 4), 'w'): ['left', 'right', 'forward']
  ((4, 5), 'n'): ['left', 'right', 'forward']
  ((4, 5), 'e'): ['left', 'right', 'forward']
  ((4, 5), 's'): ['left', 'right', 'forward']
  ((4, 5), 'w'): ['left', 'right', 'forward']
  ((5, 1), 'n'): ['left', 'right', 'forward']
  ((5, 1), 'e'): ['left', 'right', 'forward']
  ((5, 1), 's'): ['left', 'right', 'forward']
  ((5, 1), 'w'): ['left', 'right', 'forward']
  ((5, 3), 'n'): ['left', 'right', 'forward']
  ((5, 3), 'e'): ['left', 'right', 'forward']
  ((5, 3), 's'): ['left', 'right', 'forward']
  ((5, 3), 'w'): ['left', 'right', 'forward']
  ((5, 4), 'n'): ['left', 'right', 'forward']
  ((5, 4), 'e'): ['left', 'right', 'forward']
  ((5, 4), 's'): ['left', 'right', 'forward']
  ((5, 4), 'w'): ['left', 'right', 'forward']
  ((5, 5), 'n'): ['left', 'right', 'forward']
  ((5, 5), 'e'): ['left', 'right', 'forward']
  ((5, 5), 's'): ['left', 'right', 'forward']
  ((5, 5), 'w'): ['left', 'right', 'forward']

Timestamp: 2024-07-10 04:32:32
Instruction: ['forward', 'right', 'forward', 'left']
Instruction Log: [['forward', 'E', (1, 1)], ['right', 'E', (2, 1)], ['forward', 'S', (2, 1)], ['left', 'S', (2, 2)]]

Remaining coverage Log: 

  ((1, 5), 'n'): ['left', 'right', 'forward']
  ((1, 5), 'e'): ['left', 'right', 'forward']
  ((1, 5), 's'): ['left', 'right', 'forward']
  ((1, 5), 'w'): ['left', 'right', 'forward']
  ((2, 2), 'n'): ['left', 'right', 'forward']
  ((2, 2), 'e'): ['left', 'right', 'forward']
  ((2, 2), 's'): ['right', 'forward']
  ((2, 2), 'w'): ['left', 'right', 'forward']
  ((2, 3), 'n'): ['left', 'right', 'forward']
  ((2, 3), 'e'): ['left', 'right', 'forward']
  ((2, 3), 's'): ['left', 'right', 'forward']
  ((2, 3), 'w'): ['left', 'right', 'forward']
  ((2, 4), 'n'): ['left', 'right', 'forward']
  ((2, 4), 'e'): ['left', 'right', 'forward']
  ((2, 4), 's'): ['left', 'right', 'forward']
  ((2, 4), 'w'): ['left', 'right', 'forward']
  ((2, 5), 'n'): ['left', 'right', 'forward']
  ((2, 5), 'e'): ['left', 'right', 'forward']
  ((2, 5), 's'): ['left', 'right', 'forward']
  ((2, 5), 'w'): ['left', 'right', 'forward']
  ((3, 1), 'n'): ['left', 'right', 'forward']
  ((3, 1), 's'): ['left', 'right', 'forward']
  ((3, 1), 'w'): ['left', 'right', 'forward']
  ((3, 4), 'n'): ['left', 'right', 'forward']
  ((3, 4), 'e'): ['left', 'right', 'forward']
  ((3, 4), 's'): ['left', 'right', 'forward']
  ((3, 4), 'w'): ['left', 'right', 'forward']
  ((3, 5), 'n'): ['left', 'right', 'forward']
  ((3, 5), 'e'): ['left', 'right', 'forward']
  ((3, 5), 's'): ['left', 'right', 'forward']
  ((3, 5), 'w'): ['left', 'right', 'forward']
  ((4, 1), 'n'): ['left', 'right', 'forward']
  ((4, 1), 'e'): ['left', 'right', 'forward']
  ((4, 1), 's'): ['left', 'right', 'forward']
  ((4, 1), 'w'): ['left', 'right', 'forward']
  ((4, 2), 'n'): ['left', 'right', 'forward']
  ((4, 2), 'e'): ['left', 'right', 'forward']
  ((4, 2), 's'): ['left', 'right', 'forward']
  ((4, 2), 'w'): ['left', 'right', 'forward']
  ((4, 3), 'n'): ['left', 'right', 'forward']
  ((4, 3), 'e'): ['left', 'right', 'forward']
  ((4, 3), 's'): ['left', 'right', 'forward']
  ((4, 3), 'w'): ['left', 'right', 'forward']
  ((4, 4), 'n'): ['left', 'right', 'forward']
  ((4, 4), 'e'): ['left', 'right', 'forward']
  ((4, 4), 's'): ['left', 'right', 'forward']
  ((4, 4), 'w'): ['left', 'right', 'forward']
  ((4, 5), 'n'): ['left', 'right', 'forward']
  ((4, 5), 'e'): ['left', 'right', 'forward']
  ((4, 5), 's'): ['left', 'right', 'forward']
  ((4, 5), 'w'): ['left', 'right', 'forward']
  ((5, 1), 'n'): ['left', 'right', 'forward']
  ((5, 1), 'e'): ['left', 'right', 'forward']
  ((5, 1), 's'): ['left', 'right', 'forward']
  ((5, 1), 'w'): ['left', 'right', 'forward']
  ((5, 3), 'n'): ['left', 'right', 'forward']
  ((5, 3), 'e'): ['left', 'right', 'forward']
  ((5, 3), 's'): ['left', 'right', 'forward']
  ((5, 3), 'w'): ['left', 'right', 'forward']
  ((5, 4), 'n'): ['left', 'right', 'forward']
  ((5, 4), 'e'): ['left', 'right', 'forward']
  ((5, 4), 's'): ['left', 'right', 'forward']
  ((5, 4), 'w'): ['left', 'right', 'forward']
  ((5, 5), 'n'): ['left', 'right', 'forward']
  ((5, 5), 'e'): ['left', 'right', 'forward']
  ((5, 5), 's'): ['left', 'right', 'forward']
  ((5, 5), 'w'): ['left', 'right', 'forward']

Timestamp: 2024-07-10 04:32:32
Instruction: ['forward', 'right', 'forward', 'right']
Instruction Log: [['forward', 'E', (1, 1)], ['right', 'E', (2, 1)], ['forward', 'S', (2, 1)], ['right', 'S', (2, 2)]]

Remaining coverage Log: 

  ((1, 5), 'n'): ['left', 'right', 'forward']
  ((1, 5), 'e'): ['left', 'right', 'forward']
  ((1, 5), 's'): ['left', 'right', 'forward']
  ((1, 5), 'w'): ['left', 'right', 'forward']
  ((2, 2), 'n'): ['left', 'right', 'forward']
  ((2, 2), 'e'): ['left', 'right', 'forward']
  ((2, 2), 's'): ['forward']
  ((2, 2), 'w'): ['left', 'right', 'forward']
  ((2, 3), 'n'): ['left', 'right', 'forward']
  ((2, 3), 'e'): ['left', 'right', 'forward']
  ((2, 3), 's'): ['left', 'right', 'forward']
  ((2, 3), 'w'): ['left', 'right', 'forward']
  ((2, 4), 'n'): ['left', 'right', 'forward']
  ((2, 4), 'e'): ['left', 'right', 'forward']
  ((2, 4), 's'): ['left', 'right', 'forward']
  ((2, 4), 'w'): ['left', 'right', 'forward']
  ((2, 5), 'n'): ['left', 'right', 'forward']
  ((2, 5), 'e'): ['left', 'right', 'forward']
  ((2, 5), 's'): ['left', 'right', 'forward']
  ((2, 5), 'w'): ['left', 'right', 'forward']
  ((3, 1), 'n'): ['left', 'right', 'forward']
  ((3, 1), 's'): ['left', 'right', 'forward']
  ((3, 1), 'w'): ['left', 'right', 'forward']
  ((3, 4), 'n'): ['left', 'right', 'forward']
  ((3, 4), 'e'): ['left', 'right', 'forward']
  ((3, 4), 's'): ['left', 'right', 'forward']
  ((3, 4), 'w'): ['left', 'right', 'forward']
  ((3, 5), 'n'): ['left', 'right', 'forward']
  ((3, 5), 'e'): ['left', 'right', 'forward']
  ((3, 5), 's'): ['left', 'right', 'forward']
  ((3, 5), 'w'): ['left', 'right', 'forward']
  ((4, 1), 'n'): ['left', 'right', 'forward']
  ((4, 1), 'e'): ['left', 'right', 'forward']
  ((4, 1), 's'): ['left', 'right', 'forward']
  ((4, 1), 'w'): ['left', 'right', 'forward']
  ((4, 2), 'n'): ['left', 'right', 'forward']
  ((4, 2), 'e'): ['left', 'right', 'forward']
  ((4, 2), 's'): ['left', 'right', 'forward']
  ((4, 2), 'w'): ['left', 'right', 'forward']
  ((4, 3), 'n'): ['left', 'right', 'forward']
  ((4, 3), 'e'): ['left', 'right', 'forward']
  ((4, 3), 's'): ['left', 'right', 'forward']
  ((4, 3), 'w'): ['left', 'right', 'forward']
  ((4, 4), 'n'): ['left', 'right', 'forward']
  ((4, 4), 'e'): ['left', 'right', 'forward']
  ((4, 4), 's'): ['left', 'right', 'forward']
  ((4, 4), 'w'): ['left', 'right', 'forward']
  ((4, 5), 'n'): ['left', 'right', 'forward']
  ((4, 5), 'e'): ['left', 'right', 'forward']
  ((4, 5), 's'): ['left', 'right', 'forward']
  ((4, 5), 'w'): ['left', 'right', 'forward']
  ((5, 1), 'n'): ['left', 'right', 'forward']
  ((5, 1), 'e'): ['left', 'right', 'forward']
  ((5, 1), 's'): ['left', 'right', 'forward']
  ((5, 1), 'w'): ['left', 'right', 'forward']
  ((5, 3), 'n'): ['left', 'right', 'forward']
  ((5, 3), 'e'): ['left', 'right', 'forward']
  ((5, 3), 's'): ['left', 'right', 'forward']
  ((5, 3), 'w'): ['left', 'right', 'forward']
  ((5, 4), 'n'): ['left', 'right', 'forward']
  ((5, 4), 'e'): ['left', 'right', 'forward']
  ((5, 4), 's'): ['left', 'right', 'forward']
  ((5, 4), 'w'): ['left', 'right', 'forward']
  ((5, 5), 'n'): ['left', 'right', 'forward']
  ((5, 5), 'e'): ['left', 'right', 'forward']
  ((5, 5), 's'): ['left', 'right', 'forward']
  ((5, 5), 'w'): ['left', 'right', 'forward']

Timestamp: 2024-07-10 04:32:32
Instruction: ['forward', 'right', 'forward', 'forward']
Instruction Log: [['forward', 'E', (1, 1)], ['right', 'E', (2, 1)], ['forward', 'S', (2, 1)], ['forward', 'S', (2, 2)]]

Remaining coverage Log: 

  ((1, 5), 'n'): ['left', 'right', 'forward']
  ((1, 5), 'e'): ['left', 'right', 'forward']
  ((1, 5), 's'): ['left', 'right', 'forward']
  ((1, 5), 'w'): ['left', 'right', 'forward']
  ((2, 2), 'n'): ['left', 'right', 'forward']
  ((2, 2), 'e'): ['left', 'right', 'forward']
  ((2, 2), 'w'): ['left', 'right', 'forward']
  ((2, 3), 'n'): ['left', 'right', 'forward']
  ((2, 3), 'e'): ['left', 'right', 'forward']
  ((2, 3), 's'): ['left', 'right', 'forward']
  ((2, 3), 'w'): ['left', 'right', 'forward']
  ((2, 4), 'n'): ['left', 'right', 'forward']
  ((2, 4), 'e'): ['left', 'right', 'forward']
  ((2, 4), 's'): ['left', 'right', 'forward']
  ((2, 4), 'w'): ['left', 'right', 'forward']
  ((2, 5), 'n'): ['left', 'right', 'forward']
  ((2, 5), 'e'): ['left', 'right', 'forward']
  ((2, 5), 's'): ['left', 'right', 'forward']
  ((2, 5), 'w'): ['left', 'right', 'forward']
  ((3, 1), 'n'): ['left', 'right', 'forward']
  ((3, 1), 's'): ['left', 'right', 'forward']
  ((3, 1), 'w'): ['left', 'right', 'forward']
  ((3, 4), 'n'): ['left', 'right', 'forward']
  ((3, 4), 'e'): ['left', 'right', 'forward']
  ((3, 4), 's'): ['left', 'right', 'forward']
  ((3, 4), 'w'): ['left', 'right', 'forward']
  ((3, 5), 'n'): ['left', 'right', 'forward']
  ((3, 5), 'e'): ['left', 'right', 'forward']
  ((3, 5), 's'): ['left', 'right', 'forward']
  ((3, 5), 'w'): ['left', 'right', 'forward']
  ((4, 1), 'n'): ['left', 'right', 'forward']
  ((4, 1), 'e'): ['left', 'right', 'forward']
  ((4, 1), 's'): ['left', 'right', 'forward']
  ((4, 1), 'w'): ['left', 'right', 'forward']
  ((4, 2), 'n'): ['left', 'right', 'forward']
  ((4, 2), 'e'): ['left', 'right', 'forward']
  ((4, 2), 's'): ['left', 'right', 'forward']
  ((4, 2), 'w'): ['left', 'right', 'forward']
  ((4, 3), 'n'): ['left', 'right', 'forward']
  ((4, 3), 'e'): ['left', 'right', 'forward']
  ((4, 3), 's'): ['left', 'right', 'forward']
  ((4, 3), 'w'): ['left', 'right', 'forward']
  ((4, 4), 'n'): ['left', 'right', 'forward']
  ((4, 4), 'e'): ['left', 'right', 'forward']
  ((4, 4), 's'): ['left', 'right', 'forward']
  ((4, 4), 'w'): ['left', 'right', 'forward']
  ((4, 5), 'n'): ['left', 'right', 'forward']
  ((4, 5), 'e'): ['left', 'right', 'forward']
  ((4, 5), 's'): ['left', 'right', 'forward']
  ((4, 5), 'w'): ['left', 'right', 'forward']
  ((5, 1), 'n'): ['left', 'right', 'forward']
  ((5, 1), 'e'): ['left', 'right', 'forward']
  ((5, 1), 's'): ['left', 'right', 'forward']
  ((5, 1), 'w'): ['left', 'right', 'forward']
  ((5, 3), 'n'): ['left', 'right', 'forward']
