ConfigIndex,InaccuracyType,Steps,TerminationReason,BugFound
config_669,accurate,290,Crashed,True
config_6690,accurate,2,Crashed,True
config_6691,accurate,449,Crashed,True
config_6692,accurate,461,Crashed,True
config_6693,accurate,1763,Crashed,True
config_6694,accurate,2773,Crashed,True
config_6695,accurate,42,Crashed,True
config_6696,accurate,2,Crashed,True
config_6697,accurate,8253,Complete,False
config_6698,accurate,7333,Complete,False
config_6699,accurate,1743,Crashed,True
config_67,accurate,241,Crashed,True
config_670,accurate,452,Crashed,True
config_6700,accurate,905,Complete,False
config_6701,accurate,2332,Crashed,True
config_6702,accurate,2743,Complete,False
config_6703,accurate,74,Crashed,True
config_6650,accurate,40,Crashed,True
config_6651,accurate,247,Crashed,True
config_6652,accurate,63,Crashed,True
config_6653,accurate,8033,Crashed,True
config_6654,accurate,26,Crashed,True
config_6655,accurate,185,Crashed,True
config_6656,accurate,59,Crashed,True
config_6657,accurate,742,Crashed,True
config_6658,accurate,175,Crashed,True
config_6659,accurate,249,Crashed,True
config_666,accurate,2904,Complete,False
config_6660,accurate,1759,Crashed,True
config_6661,accurate,1446,Crashed,True
config_6662,accurate,4,Crashed,True
config_6663,accurate,1731,Crashed,True
config_6664,accurate,7738,Complete,False
config_6665,accurate,66,Crashed,True
config_6666,accurate,449,Crashed,True
config_6667,accurate,3867,Complete,False
config_6668,accurate,2789,Complete,False
config_6759,accurate,2779,Crashed,True
config_676,accurate,1465,Crashed,True
config_6760,accurate,3833,Crashed,True
config_6761,accurate,1365,Crashed,True
config_6762,accurate,4,Crashed,True
config_6763,accurate,832,Complete,False
config_6764,accurate,1694,Crashed,True
config_6765,accurate,447,Crashed,True
config_6766,accurate,449,Crashed,True
config_6767,accurate,51,Crashed,True
config_6768,accurate,259,Crashed,True
config_6769,accurate,3101,Complete,False
config_677,accurate,854,Crashed,True
config_6770,accurate,67,Crashed,True
config_6771,accurate,26,Crashed,True
config_6772,accurate,49,Crashed,True
config_6773,accurate,1464,Crashed,True
config_6774,accurate,4506,Complete,False
config_6775,accurate,24,Crashed,True
config_6776,accurate,2026,Complete,False
config_6777,accurate,1339,Complete,False
config_6778,accurate,6,Crashed,True
config_6779,accurate,6,Crashed,True
config_678,accurate,54,Crashed,True
config_6780,accurate,65,Crashed,True
config_6781,accurate,257,Crashed,True
config_6782,accurate,2251,Complete,False
config_6783,accurate,169,Crashed,True
config_6784,accurate,2472,Crashed,True
config_6785,accurate,3,Crashed,True
config_6786,accurate,28,Crashed,True
config_6787,accurate,681,Crashed,True
config_6788,accurate,2940,Crashed,True
config_6789,accurate,16,Crashed,True
config_679,accurate,5438,Complete,False
config_6790,accurate,9,Crashed,True
config_6791,accurate,66,Crashed,True
config_6792,accurate,6675,Complete,False
config_6793,accurate,208,Crashed,True
config_6794,accurate,522,Complete,False
config_6704,accurate,68,Crashed,True
config_6705,accurate,4537,Crashed,True
config_6706,accurate,46,Crashed,True
config_6707,accurate,2253,Crashed,True
config_6708,accurate,1,Crashed,True
config_6709,accurate,52,Crashed,True
config_671,accurate,1,Crashed,True
config_6710,accurate,3081,Complete,False
config_6711,accurate,3822,Crashed,True
config_6712,accurate,985,Crashed,True
config_6713,accurate,2512,Crashed,True
config_6714,accurate,261,Crashed,True
config_6715,accurate,845,Crashed,True
config_6716,accurate,3510,Complete,False
config_6717,accurate,877,Complete,False
config_6718,accurate,65,Crashed,True
config_6719,accurate,6629,Complete,False
config_672,accurate,187,Crashed,True
config_6720,accurate,247,Crashed,True
config_6721,accurate,62,Crashed,True
config_6669,accurate,896,Crashed,True
config_667,accurate,2644,Complete,False
config_6670,accurate,1,Crashed,True
config_6671,accurate,238,Crashed,True
config_6672,accurate,6095,Complete,False
config_6673,accurate,52,Crashed,True
config_6674,accurate,427,Crashed,True
config_6675,accurate,7,Crashed,True
config_6676,accurate,9387,Complete,False
config_6677,accurate,3380,Crashed,True
config_6678,accurate,3637,Complete,False
config_6679,accurate,1,Crashed,True
config_668,accurate,6269,Complete,False
config_6680,accurate,5709,Crashed,True
config_6681,accurate,10,Crashed,True
config_6682,accurate,468,Crashed,True
config_6683,accurate,59,Crashed,True
config_6684,accurate,62,Crashed,True
config_6685,accurate,74,Crashed,True
config_6686,accurate,1,Crashed,True
config_6849,accurate,2726,Crashed,True
config_685,accurate,50,Crashed,True
config_6850,accurate,258,Crashed,True
config_6851,accurate,1938,Crashed,True
config_6852,accurate,525,Crashed,True
config_6853,accurate,4,Crashed,True
config_6854,accurate,14,Crashed,True
config_6855,accurate,12,Crashed,True
config_6856,accurate,206,Crashed,True
config_6857,accurate,258,Crashed,True
config_6858,accurate,4,Crashed,True
config_6859,accurate,1,Crashed,True
config_686,accurate,53,Crashed,True
config_6860,accurate,3,Crashed,True
config_6861,accurate,7458,Complete,False
config_6862,accurate,1045,Crashed,True
config_6863,accurate,2346,Crashed,True
config_6864,accurate,1349,Crashed,True
config_6865,accurate,324,Crashed,True
config_6866,accurate,899,Crashed,True
config_6795,accurate,2187,Complete,False
config_6796,accurate,899,Crashed,True
config_6797,accurate,452,Crashed,True
config_6798,accurate,36,Crashed,True
config_6799,accurate,237,Crashed,True
config_68,accurate,2996,Crashed,True
config_680,accurate,65,Crashed,True
config_6800,accurate,74,Crashed,True
config_6801,accurate,76,Crashed,True
config_6802,accurate,1933,Complete,False
config_6803,accurate,1738,Complete,False
config_6804,accurate,12,Crashed,True
config_6805,accurate,69,Crashed,True
config_6806,accurate,24,Crashed,True
config_6807,accurate,7182,Crashed,True
config_6808,accurate,2860,Crashed,True
config_6809,accurate,3962,Complete,False
config_681,accurate,7424,Complete,False
config_6810,accurate,4,Crashed,True
config_6811,accurate,64,Crashed,True
config_6614,accurate,49,Crashed,True
config_6615,accurate,6072,Complete,False
config_6616,accurate,3756,Complete,False
config_6617,accurate,84,Crashed,True
config_6618,accurate,61,Crashed,True
config_6619,accurate,1352,Crashed,True
config_662,accurate,16,Crashed,True
config_6620,accurate,2133,Crashed,True
config_6621,accurate,75,Crashed,True
config_6622,accurate,777,Crashed,True
config_6623,accurate,1,Crashed,True
config_6624,accurate,109,Complete,False
config_6625,accurate,3514,Crashed,True
config_6626,accurate,9224,Complete,False
config_6627,accurate,4767,Crashed,True
config_6628,accurate,2012,Complete,False
config_6629,accurate,26,Crashed,True
config_663,accurate,5109,Complete,False
config_6630,accurate,1986,Crashed,True
config_6631,accurate,562,Crashed,True
config_6902,accurate,246,Crashed,True
config_6903,accurate,1,Crashed,True
config_6904,accurate,4,Crashed,True
config_6905,accurate,1,Crashed,True
config_6906,accurate,1,Crashed,True
config_6907,accurate,118,Complete,False
config_6908,accurate,2866,Crashed,True
config_6909,accurate,8,Crashed,True
config_691,accurate,428,Crashed,True
config_6910,accurate,967,Crashed,True
config_6911,accurate,3621,Complete,False
config_6912,accurate,4,Crashed,True
config_6913,accurate,1264,Crashed,True
config_6914,accurate,50,Crashed,True
config_6915,accurate,243,Complete,False
config_6916,accurate,259,Crashed,True
config_6917,accurate,16,Crashed,True
config_6918,accurate,9424,Complete,False
config_6919,accurate,8,Crashed,True
config_692,accurate,54,Crashed,True
config_6920,accurate,1,Crashed,True
config_6921,accurate,3,Crashed,True
config_6922,accurate,218,Crashed,True
config_6923,accurate,9550,Complete,False
config_6924,accurate,76,Crashed,True
config_6925,accurate,346,Crashed,True
config_6926,accurate,2467,Crashed,True
config_6927,accurate,1762,Crashed,True
config_6928,accurate,52,Crashed,True
config_6929,accurate,1467,Complete,False
config_693,accurate,436,Crashed,True
config_6930,accurate,72,Crashed,True
config_6931,accurate,527,Crashed,True
config_6932,accurate,455,Crashed,True
config_6933,accurate,10,Crashed,True
config_6934,accurate,600,Crashed,True
config_6935,accurate,1,Crashed,True
config_6936,accurate,3042,Crashed,True
config_6937,accurate,91,Crashed,True
config_6938,accurate,448,Crashed,True
config_6885,accurate,4367,Crashed,True
config_6886,accurate,4387,Crashed,True
config_6887,accurate,443,Crashed,True
config_6888,accurate,239,Crashed,True
config_6889,accurate,1465,Crashed,True
config_689,accurate,46,Crashed,True
config_6890,accurate,142,Crashed,True
config_6891,accurate,1464,Crashed,True
config_6892,accurate,75,Crashed,True
config_6893,accurate,1608,Crashed,True
config_6894,accurate,3830,Crashed,True
config_6895,accurate,10,Crashed,True
config_6896,accurate,55,Crashed,True
config_6897,accurate,57,Crashed,True
config_6898,accurate,2549,Complete,False
config_6899,accurate,485,Crashed,True
config_69,accurate,66,Crashed,True
config_690,accurate,104,Crashed,True
config_6900,accurate,4,Crashed,True
config_6901,accurate,2,Crashed,True
config_6830,accurate,58,Crashed,True
config_6831,accurate,1329,Crashed,True
config_6832,accurate,1462,Crashed,True
config_6833,accurate,3013,Crashed,True
config_6834,accurate,260,Crashed,True
config_6835,accurate,898,Crashed,True
config_6836,accurate,304,Crashed,True
config_6837,accurate,51,Crashed,True
config_6838,accurate,187,Crashed,True
config_6839,accurate,433,Crashed,True
config_684,accurate,894,Crashed,True
config_6840,accurate,6973,Complete,False
config_6841,accurate,4345,Crashed,True
config_6842,accurate,1571,Crashed,True
config_6843,accurate,22,Crashed,True
config_6844,accurate,6576,Crashed,True
config_6845,accurate,8313,Complete,False
config_6846,accurate,14,Crashed,True
config_6847,accurate,901,Crashed,True
config_6848,accurate,18,Crashed,True
config_6957,accurate,2,Crashed,True
config_6958,accurate,463,Crashed,True
config_6959,accurate,437,Complete,False
config_696,accurate,1568,Crashed,True
config_6960,accurate,1083,Crashed,True
config_6961,accurate,448,Crashed,True
config_6962,accurate,899,Crashed,True
config_6963,accurate,1,Crashed,True
config_6964,accurate,139,Crashed,True
config_6965,accurate,294,Crashed,True
config_6966,accurate,1,Crashed,True
config_6967,accurate,26,Crashed,True
config_6968,accurate,3339,Complete,False
config_6969,accurate,14,Crashed,True
config_697,accurate,1194,Crashed,True
config_6970,accurate,111,Complete,False
config_6971,accurate,74,Crashed,True
config_6972,accurate,1196,Complete,False
config_6973,accurate,6480,Complete,False
config_6974,accurate,2247,Crashed,True
config_6867,accurate,2244,Crashed,True
config_6868,accurate,66,Crashed,True
config_6869,accurate,44,Crashed,True
config_687,accurate,4830,Complete,False
config_6870,accurate,350,Crashed,True
config_6871,accurate,323,Crashed,True
config_6872,accurate,5495,Complete,False
config_6873,accurate,221,Complete,False
config_6874,accurate,443,Crashed,True
config_6875,accurate,4,Crashed,True
config_6876,accurate,3531,Complete,False
config_6877,accurate,5463,Complete,False
config_6878,accurate,246,Crashed,True
config_6879,accurate,1,Crashed,True
config_688,accurate,684,Complete,False
config_6880,accurate,1313,Crashed,True
config_6881,accurate,1,Crashed,True
config_6882,accurate,1,Crashed,True
config_6883,accurate,2768,Complete,False
config_6884,accurate,2,Crashed,True
config_6812,accurate,258,Crashed,True
config_6813,accurate,255,Crashed,True
config_6814,accurate,760,Complete,False
config_6815,accurate,4495,Complete,False
config_6816,accurate,560,Crashed,True
config_6817,accurate,1540,Crashed,True
config_6818,accurate,5960,Complete,False
config_6819,accurate,1443,Complete,False
config_682,accurate,2385,Crashed,True
config_6820,accurate,372,Crashed,True
config_6821,accurate,129,Crashed,True
config_6822,accurate,63,Crashed,True
config_6823,accurate,5010,Complete,False
config_6824,accurate,3078,Complete,False
config_6825,accurate,1002,Crashed,True
config_6826,accurate,1,Crashed,True
config_6827,accurate,3542,Complete,False
config_6828,accurate,897,Crashed,True
config_6829,accurate,4588,Complete,False
config_683,accurate,4472,Crashed,True
config_6975,accurate,2,Crashed,True
config_6976,accurate,295,Crashed,True
config_6977,accurate,1147,Crashed,True
config_6978,accurate,60,Crashed,True
config_6979,accurate,147,Crashed,True
config_698,accurate,115,Crashed,True
config_6980,accurate,1927,Crashed,True
config_6981,accurate,2268,Crashed,True
config_6982,accurate,69,Crashed,True
config_6983,accurate,560,Crashed,True
config_6984,accurate,3,Crashed,True
config_6985,accurate,2332,Crashed,True
config_6986,accurate,4053,Complete,False
config_6987,accurate,50,Crashed,True
config_6988,accurate,50,Crashed,True
config_6989,accurate,5013,Complete,False
config_699,accurate,1706,Crashed,True
config_6990,accurate,67,Crashed,True
config_6991,accurate,70,Crashed,True
config_6992,accurate,2,Crashed,True
config_6993,accurate,987,Crashed,True
config_6994,accurate,48,Crashed,True
config_6995,accurate,3154,Crashed,True
config_6996,accurate,1360,Complete,False
config_6997,accurate,171,Crashed,True
config_6998,accurate,320,Crashed,True
config_6999,accurate,461,Crashed,True
config_7,accurate,234,Crashed,True
config_70,accurate,6667,Complete,False
config_700,accurate,433,Complete,False
config_7000,accurate,997,Crashed,True
config_7001,accurate,1013,Crashed,True
config_7002,accurate,7,Crashed,True
config_7003,accurate,2,Crashed,True
config_7004,accurate,431,Crashed,True
config_7005,accurate,288,Crashed,True
config_7006,accurate,2900,Crashed,True
config_7007,accurate,448,Crashed,True
config_7008,accurate,5,Crashed,True
config_7009,accurate,8,Crashed,True
config_7028,accurate,8,Crashed,True
config_7029,accurate,379,Complete,False
config_703,accurate,556,Crashed,True
config_7030,accurate,209,Crashed,True
config_7031,accurate,1,Crashed,True
config_7032,accurate,66,Crashed,True
config_7033,accurate,2264,Crashed,True
config_7034,accurate,80,Crashed,True
config_7035,accurate,30,Crashed,True
config_7036,accurate,5493,Complete,False
config_7037,accurate,447,Crashed,True
config_7038,accurate,670,Crashed,True
config_7039,accurate,49,Crashed,True
config_704,accurate,20,Crashed,True
config_7040,accurate,2261,Crashed,True
config_7041,accurate,2195,Complete,False
config_7042,accurate,2369,Complete,False
config_7043,accurate,972,Crashed,True
config_7044,accurate,460,Crashed,True
config_7045,accurate,2538,Crashed,True
config_7082,accurate,63,Crashed,True
config_7083,accurate,2276,Complete,False
config_7084,accurate,449,Crashed,True
config_7085,accurate,433,Crashed,True
config_7086,accurate,464,Crashed,True
config_7087,accurate,256,Crashed,True
config_7088,accurate,1068,Complete,False
config_7089,accurate,38,Crashed,True
config_709,accurate,1,Crashed,True
config_7090,accurate,57,Crashed,True
config_7091,accurate,372,Complete,False
config_7092,accurate,51,Crashed,True
config_7093,accurate,11,Crashed,True
config_7094,accurate,5780,Complete,False
config_7095,accurate,979,Crashed,True
config_7096,accurate,597,Complete,False
config_7097,accurate,46,Crashed,True
config_7098,accurate,62,Crashed,True
config_7099,accurate,3189,Crashed,True
config_71,accurate,48,Crashed,True
config_7064,accurate,442,Crashed,True
config_7065,accurate,256,Crashed,True
config_7066,accurate,4588,Complete,False
config_7067,accurate,61,Crashed,True
config_7068,accurate,52,Crashed,True
config_7069,accurate,6169,Crashed,True
config_707,accurate,2781,Crashed,True
config_7070,accurate,57,Crashed,True
config_7071,accurate,2174,Crashed,True
config_7072,accurate,973,Crashed,True
config_7073,accurate,48,Crashed,True
config_7074,accurate,10,Crashed,True
config_7075,accurate,1006,Crashed,True
config_7076,accurate,270,Crashed,True
config_7077,accurate,16,Crashed,True
config_7078,accurate,8,Crashed,True
config_7079,accurate,54,Crashed,True
config_708,accurate,64,Crashed,True
config_7080,accurate,2435,Complete,False
config_7081,accurate,5,Crashed,True
config_6939,accurate,248,Crashed,True
config_694,accurate,3213,Complete,False
config_6940,accurate,1,Crashed,True
config_6941,accurate,64,Crashed,True
config_6942,accurate,49,Crashed,True
config_6943,accurate,349,Crashed,True
config_6944,accurate,32,Crashed,True
config_6945,accurate,6526,Complete,False
config_6946,accurate,51,Crashed,True
config_6947,accurate,61,Crashed,True
config_6948,accurate,9383,Complete,False
config_6949,accurate,138,Crashed,True
config_695,accurate,1040,Complete,False
config_6950,accurate,455,Crashed,True
config_6951,accurate,1894,Crashed,True
config_6952,accurate,445,Crashed,True
config_6953,accurate,965,Crashed,True
config_6954,accurate,1448,Complete,False
config_6955,accurate,1560,Crashed,True
config_6956,accurate,57,Crashed,True
config_7046,accurate,4833,Complete,False
config_7047,accurate,55,Crashed,True
config_7048,accurate,865,Crashed,True
config_7049,accurate,20,Crashed,True
config_705,accurate,460,Crashed,True
config_7050,accurate,66,Crashed,True
config_7051,accurate,891,Crashed,True
config_7052,accurate,56,Crashed,True
config_7053,accurate,469,Crashed,True
config_7054,accurate,2007,Crashed,True
config_7055,accurate,1,Crashed,True
config_7056,accurate,2,Crashed,True
config_7057,accurate,1,Crashed,True
config_7058,accurate,5940,Complete,False
config_7059,accurate,3116,Complete,False
config_706,accurate,3031,Crashed,True
config_7060,accurate,677,Crashed,True
config_7061,accurate,58,Crashed,True
config_7062,accurate,4531,Complete,False
config_7063,accurate,3148,Crashed,True
config_7118,accurate,47,Crashed,True
config_7119,accurate,331,Crashed,True
config_712,accurate,215,Complete,False
config_7120,accurate,5,Crashed,True
config_7121,accurate,3755,Complete,False
config_7122,accurate,18,Crashed,True
config_7123,accurate,16,Crashed,True
config_7124,accurate,1475,Crashed,True
config_7125,accurate,4758,Crashed,True
config_7126,accurate,557,Crashed,True
config_7127,accurate,1,Crashed,True
config_7128,accurate,12,Crashed,True
config_7129,accurate,257,Complete,False
config_713,accurate,3889,Complete,False
config_7130,accurate,5,Crashed,True
config_7131,accurate,6634,Crashed,True
config_7132,accurate,972,Crashed,True
config_7133,accurate,66,Crashed,True
config_7134,accurate,1,Crashed,True
config_7135,accurate,62,Crashed,True
config_701,accurate,1715,Crashed,True
config_7010,accurate,2369,Crashed,True
config_7011,accurate,10,Crashed,True
config_7012,accurate,4,Crashed,True
config_7013,accurate,2785,Complete,False
config_7014,accurate,34,Crashed,True
config_7015,accurate,56,Crashed,True
config_7016,accurate,148,Crashed,True
config_7017,accurate,8312,Complete,False
config_7018,accurate,9613,Complete,False
config_7019,accurate,460,Crashed,True
config_702,accurate,28,Crashed,True
config_7020,accurate,1797,Crashed,True
config_7021,accurate,2,Crashed,True
config_7022,accurate,864,Crashed,True
config_7023,accurate,2,Crashed,True
config_7024,accurate,5903,Complete,False
config_7025,accurate,1446,Complete,False
config_7026,accurate,446,Crashed,True
config_7027,accurate,1199,Crashed,True
config_7190,accurate,445,Crashed,True
config_7191,accurate,261,Crashed,True
config_7192,accurate,2294,Crashed,True
config_7193,accurate,983,Crashed,True
config_7194,accurate,866,Crashed,True
config_7195,accurate,10,Crashed,True
config_7196,accurate,1125,Crashed,True
config_7197,accurate,44,Crashed,True
config_7198,accurate,1,Crashed,True
config_7199,accurate,1114,Crashed,True
config_72,accurate,59,Crashed,True
config_720,accurate,2555,Complete,False
config_7200,accurate,1897,Crashed,True
config_7201,accurate,460,Crashed,True
config_7202,accurate,66,Crashed,True
config_7203,accurate,8881,Complete,False
config_7204,accurate,261,Crashed,True
config_7205,accurate,71,Complete,False
config_7206,accurate,67,Crashed,True
config_7207,accurate,206,Complete,False
config_7262,accurate,200,Complete,False
config_7263,accurate,1004,Complete,False
config_7264,accurate,242,Crashed,True
config_7265,accurate,55,Crashed,True
config_7266,accurate,1,Crashed,True
config_7267,accurate,7,Crashed,True
config_7268,accurate,5609,Crashed,True
config_7269,accurate,266,Crashed,True
config_727,accurate,6632,Complete,False
config_7270,accurate,59,Crashed,True
config_7271,accurate,70,Crashed,True
config_7272,accurate,1576,Complete,False
config_7273,accurate,3047,Crashed,True
config_7274,accurate,237,Crashed,True
config_7275,accurate,18,Crashed,True
config_7276,accurate,248,Crashed,True
config_7277,accurate,245,Crashed,True
config_7278,accurate,18,Crashed,True
config_7279,accurate,59,Crashed,True
config_728,accurate,55,Crashed,True
config_710,accurate,6446,Complete,False
config_7100,accurate,258,Crashed,True
config_7101,accurate,69,Crashed,True
config_7102,accurate,860,Crashed,True
config_7103,accurate,3279,Complete,False
config_7104,accurate,2257,Crashed,True
config_7105,accurate,135,Crashed,True
config_7106,accurate,2160,Crashed,True
config_7107,accurate,3480,Crashed,True
config_7108,accurate,30,Crashed,True
config_7109,accurate,5,Crashed,True
config_711,accurate,1,Crashed,True
config_7110,accurate,60,Crashed,True
config_7111,accurate,18,Crashed,True
config_7112,accurate,71,Crashed,True
config_7113,accurate,6916,Crashed,True
config_7114,accurate,443,Crashed,True
config_7115,accurate,64,Crashed,True
config_7116,accurate,196,Crashed,True
config_7117,accurate,1171,Crashed,True
config_7208,accurate,1357,Crashed,True
config_7209,accurate,2205,Complete,False
config_721,accurate,665,Complete,False
config_7210,accurate,1,Crashed,True
config_7211,accurate,447,Crashed,True
config_7212,accurate,876,Crashed,True
config_7213,accurate,8979,Complete,False
config_7214,accurate,6,Crashed,True
config_7215,accurate,1504,Crashed,True
config_7216,accurate,3083,Complete,False
config_7217,accurate,1002,Crashed,True
config_7218,accurate,2,Crashed,True
config_7219,accurate,20,Crashed,True
config_722,accurate,2933,Crashed,True
config_7220,accurate,58,Crashed,True
config_7221,accurate,1047,Crashed,True
config_7222,accurate,879,Complete,False
config_7223,accurate,459,Crashed,True
config_7224,accurate,248,Crashed,True
config_7225,accurate,1,Crashed,True
config_7154,accurate,61,Crashed,True
config_7155,accurate,453,Crashed,True
config_7156,accurate,7887,Crashed,True
config_7157,accurate,1,Crashed,True
config_7158,accurate,63,Crashed,True
config_7159,accurate,1,Crashed,True
config_716,accurate,6888,Complete,False
config_7160,accurate,2291,Crashed,True
config_7161,accurate,1294,Complete,False
config_7162,accurate,183,Complete,False
config_7163,accurate,707,Crashed,True
config_7164,accurate,1755,Crashed,True
config_7165,accurate,60,Crashed,True
config_7166,accurate,598,Crashed,True
config_7167,accurate,20,Crashed,True
config_7168,accurate,988,Crashed,True
config_7169,accurate,2465,Crashed,True
config_717,accurate,436,Crashed,True
config_7170,accurate,242,Crashed,True
config_7171,accurate,1012,Crashed,True
config_7280,accurate,2,Crashed,True
config_7281,accurate,859,Complete,False
config_7282,accurate,245,Crashed,True
config_7283,accurate,4758,Crashed,True
config_7284,accurate,2587,Complete,False
config_7285,accurate,962,Crashed,True
config_7286,accurate,58,Crashed,True
config_7287,accurate,1,Crashed,True
config_7288,accurate,53,Crashed,True
config_7289,accurate,3013,Crashed,True
config_729,accurate,1647,Crashed,True
config_7290,accurate,1246,Crashed,True
config_7291,accurate,24,Crashed,True
config_7292,accurate,917,Crashed,True
config_7293,accurate,1722,Crashed,True
config_7294,accurate,531,Crashed,True
config_7295,accurate,81,Crashed,True
config_7296,accurate,8,Crashed,True
config_7297,accurate,1,Crashed,True
config_7298,accurate,1,Crashed,True
config_7136,accurate,146,Crashed,True
config_7137,accurate,581,Complete,False
config_7138,accurate,3961,Complete,False
config_7139,accurate,6546,Complete,False
config_714,accurate,117,Complete,False
config_7140,accurate,8,Crashed,True
config_7141,accurate,2026,Crashed,True
config_7142,accurate,1706,Crashed,True
config_7143,accurate,2908,Crashed,True
config_7144,accurate,2403,Complete,False
config_7145,accurate,3899,Complete,False
config_7146,accurate,58,Crashed,True
config_7147,accurate,3103,Crashed,True
config_7148,accurate,14,Crashed,True
config_7149,accurate,1726,Crashed,True
config_715,accurate,397,Crashed,True
config_7150,accurate,8,Crashed,True
config_7151,accurate,4,Crashed,True
config_7152,accurate,1389,Complete,False
config_7153,accurate,57,Crashed,True
config_7299,accurate,66,Crashed,True
config_73,accurate,1252,Crashed,True
config_730,accurate,1280,Complete,False
config_7300,accurate,18,Crashed,True
config_7301,accurate,1307,Crashed,True
config_7302,accurate,447,Crashed,True
config_7303,accurate,436,Crashed,True
config_7304,accurate,60,Crashed,True
config_7305,accurate,61,Crashed,True
config_7306,accurate,1,Crashed,True
config_7307,accurate,2178,Complete,False
config_7308,accurate,1993,Crashed,True
config_7309,accurate,3619,Complete,False
config_731,accurate,845,Crashed,True
config_7310,accurate,65,Crashed,True
config_7311,accurate,1503,Crashed,True
config_7312,accurate,2383,Complete,False
config_7313,accurate,2930,Crashed,True
config_7314,accurate,2259,Complete,False
config_7315,accurate,18,Crashed,True
config_7172,accurate,4721,Complete,False
config_7173,accurate,1795,Crashed,True
config_7174,accurate,1,Crashed,True
config_7175,accurate,1,Crashed,True
config_7176,accurate,1,Crashed,True
config_7177,accurate,5,Crashed,True
config_7178,accurate,5774,Crashed,True
config_7179,accurate,10,Crashed,True
config_718,accurate,446,Crashed,True
config_7180,accurate,246,Crashed,True
config_7181,accurate,6615,Complete,False
config_7182,accurate,8013,Complete,False
config_7183,accurate,59,Crashed,True
config_7184,accurate,1108,Complete,False
config_7185,accurate,477,Complete,False
config_7186,accurate,92,Crashed,True
config_7187,accurate,458,Crashed,True
config_7188,accurate,4533,Complete,False
config_7189,accurate,2118,Crashed,True
config_719,accurate,66,Crashed,True
config_7244,accurate,1332,Complete,False
config_7245,accurate,1704,Crashed,True
config_7246,accurate,449,Crashed,True
config_7247,accurate,5059,Complete,False
config_7248,accurate,72,Crashed,True
config_7249,accurate,1076,Crashed,True
config_725,accurate,2699,Crashed,True
config_7250,accurate,862,Crashed,True
config_7251,accurate,448,Crashed,True
config_7252,accurate,40,Crashed,True
config_7253,accurate,4208,Complete,False
config_7254,accurate,9456,Complete,False
config_7255,accurate,56,Crashed,True
config_7256,accurate,60,Crashed,True
config_7257,accurate,2719,Crashed,True
config_7258,accurate,6,Crashed,True
config_7259,accurate,103,Crashed,True
config_726,accurate,74,Crashed,True
config_7260,accurate,464,Crashed,True
config_7261,accurate,469,Crashed,True
config_7352,accurate,1,Crashed,True
config_7353,accurate,1003,Crashed,True
config_7354,accurate,46,Crashed,True
config_7355,accurate,55,Crashed,True
config_7356,accurate,56,Crashed,True
config_7357,accurate,1,Crashed,True
config_7358,accurate,445,Crashed,True
config_7359,accurate,870,Crashed,True
config_736,accurate,241,Crashed,True
config_7360,accurate,5634,Crashed,True
config_7361,accurate,12,Crashed,True
config_7362,accurate,622,Complete,False
config_7363,accurate,149,Crashed,True
config_7364,accurate,897,Crashed,True
config_7365,accurate,249,Crashed,True
config_7366,accurate,4947,Complete,False
config_7367,accurate,247,Crashed,True
config_7368,accurate,670,Crashed,True
config_7369,accurate,3779,Crashed,True
config_737,accurate,428,Crashed,True
config_7424,accurate,46,Crashed,True
config_7425,accurate,3,Crashed,True
config_7426,accurate,390,Complete,False
config_7427,accurate,1,Crashed,True
config_7428,accurate,54,Crashed,True
config_7429,accurate,8806,Complete,False
config_743,accurate,1267,Crashed,True
config_7430,accurate,7,Crashed,True
config_7431,accurate,3,Crashed,True
config_7432,accurate,1216,Crashed,True
config_7433,accurate,1104,Crashed,True
config_7434,accurate,32,Crashed,True
config_7435,accurate,52,Crashed,True
config_7436,accurate,22,Crashed,True
config_7437,accurate,449,Crashed,True
config_7438,accurate,991,Crashed,True
config_7439,accurate,446,Crashed,True
config_744,accurate,467,Crashed,True
config_7440,accurate,58,Crashed,True
config_7441,accurate,54,Crashed,True
config_7316,accurate,64,Crashed,True
config_7317,accurate,7315,Complete,False
config_7318,accurate,6,Crashed,True
config_7319,accurate,776,Crashed,True
config_732,accurate,4639,Complete,False
config_7320,accurate,2128,Crashed,True
config_7321,accurate,222,Crashed,True
config_7322,accurate,867,Crashed,True
config_7323,accurate,2,Crashed,True
config_7324,accurate,432,Crashed,True
config_7325,accurate,53,Crashed,True
config_7326,accurate,3388,Crashed,True
config_7327,accurate,545,Complete,False
config_7328,accurate,2239,Crashed,True
config_7329,accurate,1904,Complete,False
config_733,accurate,8,Crashed,True
config_7330,accurate,52,Crashed,True
config_7331,accurate,1,Crashed,True
config_7332,accurate,4656,Crashed,True
config_7333,accurate,1630,Crashed,True
config_7370,accurate,1,Crashed,True
config_7371,accurate,4736,Complete,False
config_7372,accurate,2882,Complete,False
config_7373,accurate,1075,Crashed,True
config_7374,accurate,261,Crashed,True
config_7375,accurate,450,Crashed,True
config_7376,accurate,433,Crashed,True
config_7377,accurate,2252,Crashed,True
config_7378,accurate,247,Crashed,True
config_7379,accurate,5790,Crashed,True
config_738,accurate,70,Crashed,True
config_7380,accurate,50,Crashed,True
config_7381,accurate,61,Crashed,True
config_7382,accurate,3130,Crashed,True
config_7383,accurate,251,Crashed,True
config_7384,accurate,588,Complete,False
