agent_x,agent_y,pipe_gap,timestep_count
35,399,95,4086
78,214,217,7070
9,274,27,2115
84,17,191,6230
14,161,142,4256
101,165,21,3857
4,345,232,3178
74,114,103,2252
103,281,174,1693
51,353,224,1524
75,12,191,6838
108,340,49,4812
17,352,119,5565
2,182,28,1639
78,107,172,6642
44,234,37,7503
58,155,194,8574
67,167,229,4787
53,334,238,6085
44,228,246,8902
112,227,92,616
5,142,92,3015
78,280,51,7531
74,249,109,1412
25,348,187,1394
70,162,85,8841
40,289,54,1555
90,389,251,9447
46,291,210,2106
30,31,209,1174
58,393,89,5954
59,161,122,8129
41,250,236,5048
40,116,212,8058
36,275,200,8619
1,378,169,356
31,391,124,243
91,98,202,1047
85,339,122,6589
77,164,227,8808
62,347,123,4980
18,189,176,5774
70,4,97,6227
1,288,231,62
65,106,136,9460
41,241,71,6034
44,116,108,5334
44,129,110,9893
67,321,104,4559
67,317,232,1114
84,58,232,8957
1,122,165,2164
44,365,112,9741
51,267,43,3538
84,178,238,5291
3,94,181,4227
88,344,155,1842
49,169,197,124
69,50,209,2029
17,239,22,4357
31,254,172,547
65,218,239,8320
26,11,124,1974
40,109,147,8125
14,212,109,606
22,218,53,7771
38,151,55,5740
34,235,45,1189
50,383,207,8397
24,384,149,8883
107,201,62,2302
57,353,64,4435
18,235,165,4236
91,1,78,3065
19,280,78,2976
106,188,46,4074
85,207,88,7976
80,283,170,5401
26,22,209,4379
31,48,61,2652
49,93,87,997
88,339,245,1302
19,245,25,585
53,150,69,1714
51,361,245,5697
38,133,125,3482
100,60,131,594
21,9,192,3774
80,328,183,8241
18,358,189,4516
5,98,137,3125
77,340,49,8434
89,199,110,8582
54,64,120,7177
63,51,145,2939
16,96,85,1198
29,395,162,8998
38,283,203,1662
85,22,50,1069
4,324,58,5007
2,276,103,6409
64,298,227,2652
93,35,124,7745
34,384,238,5241
6,383,231,3882
67,389,105,55
46,215,43,6663
53,336,126,9521
80,250,224,9921
9,61,110,7052
2,306,185,3086
77,395,146,8164
48,124,121,4808
48,233,226,3089
69,200,156,9809
11,147,199,6846
53,335,122,9843
18,232,234,6804
104,177,240,119
58,238,69,4900
81,171,50,7263
96,22,191,6713
40,163,30,9489
85,269,193,835
104,12,77,9254
23,400,184,981
46,86,149,3633
88,329,29,6963
103,44,168,7161
10,174,109,398
59,22,245,8694
109,44,24,841
110,48,235,2974
92,128,164,5181
9,218,253,4591
93,63,154,8508
97,168,194,2476
63,32,34,5685
86,111,254,544
4,8,195,2354
67,176,64,6250
111,228,95,8192
104,291,168,1871
111,119,66,8516
7,165,160,5922
46,305,129,6255
47,165,21,740
18,351,213,3602
56,328,253,2163
22,131,40,3489
43,358,232,7696
111,342,150,5698
96,258,196,7530
77,240,25,1476
33,44,55,3009
25,119,25,5759
111,251,23,2093
93,193,111,7624
21,43,88,6293
77,378,113,8668
88,124,61,6907
92,292,76,1752
19,164,84,2250
72,221,59,2004
67,249,54,973
55,227,45,9160
81,346,63,3700
112,299,72,9406
8,24,126,9564
67,251,137,902
33,307,147,3616
93,249,106,1500
2,131,77,8679
57,108,241,2681
61,146,133,4959
19,35,170,5087
55,37,96,3416
104,307,41,9694
111,266,123,8875
3,396,229,5853
32,201,182,7553
28,137,237,8311
25,4,76,5864
84,358,29,6531
70,129,115,1156
24,321,50,7868
4,386,52,5425
1,95,134,7702
106,130,118,132
1,252,203,5948
111,153,182,4662
97,387,71,9939
89,53,39,3384
5,366,98,3869
2,279,178,5038
22,7,55,887
39,260,80,2575
16,311,210,4293
51,382,146,2609
82,298,250,2958
47,136,63,7444
35,98,204,4917
4,27,92,8662
27,40,85,8890
40,146,110,5623
40,16,64,9360
78,381,58,2870
69,252,225,2991
7,116,198,3882
83,134,249,6506
102,3,156,3891
77,391,44,1037
24,1,82,3191
22,192,134,2383
76,210,106,4265
35,119,121,4119
59,325,32,9505
73,78,185,7214
97,338,157,3274
18,228,32,3319
70,163,85,3243
45,14,248,9517
88,208,229,8861
18,372,116,1186
60,306,73,915
78,167,29,5212
31,361,110,6130
9,301,236,6819
93,287,246,4173
16,261,108,3768
88,74,164,9929
60,392,119,3716
32,130,194,3073
97,59,252,253
62,20,100,5700
13,233,240,3680
50,297,93,8006
37,360,173,6554
101,346,176,1955
86,187,98,1091
56,255,134,5941
37,121,234,7568
80,126,55,9538
44,14,94,7307
10,371,197,2475
27,136,22,8541
75,362,120,9918
22,81,200,3913
24,282,206,7251
65,87,235,2732
61,3,191,3395
62,287,247,540
81,185,190,8404
50,34,154,6191
33,255,146,8376
48,183,198,4541
98,321,193,2291
39,64,66,9133
93,196,54,1694
63,278,249,3332
57,386,108,2418
84,307,149,559
66,261,83,3271
37,236,157,1666
110,26,138,7520
63,1,133,4844
4,115,99,925
63,51,150,3197
24,253,159,5344
26,184,122,7067
64,316,193,7454
87,198,77,6607
14,267,118,1674
18,12,106,3060
112,301,32,3555
61,283,162,7983
98,32,245,9676
55,162,184,8981
11,320,122,9077
94,34,28,3690
79,194,179,5401
107,55,182,720
86,8,175,9958
78,37,126,7149
110,198,86,5363
34,264,239,4429
85,250,138,6823
15,76,231,9226
111,329,214,4097
27,79,169,9732
102,297,238,4883
61,36,158,8493
36,54,123,442
106,156,254,7933
106,47,207,233
77,242,208,4414
86,194,57,7483
43,381,54,5645
53,199,194,9576
64,329,119,5259
11,96,212,1948
23,146,160,9481
107,55,29,4114
24,42,127,9062
19,328,128,1143
53,323,64,2629
15,97,232,3627
33,140,116,6022
65,71,207,8175
6,99,118,9671
41,159,255,9051
4,277,112,8166
94,37,35,494
37,7,216,6198
111,305,83,3078
70,308,190,7092
77,94,246,6701
26,170,253,8265
43,31,156,6031
12,108,247,6302
98,81,201,300
65,261,73,3835
81,229,238,749
79,106,122,4347
93,216,22,6950
101,377,69,7108
38,270,62,9976
62,18,253,3851
64,236,242,7109
35,76,194,711
56,38,119,9556
32,245,44,3989
31,75,96,5971
53,11,52,844
93,38,78,6004
50,194,83,5621
46,37,199,839
111,10,84,1888
101,4,119,1381
52,362,228,6584
70,107,205,3322
20,312,112,1928
14,34,142,388
112,0,126,7202
108,51,137,5507
23,39,153,7334
34,301,175,5897
38,91,89,3800
83,202,222,9457
68,80,200,9211
46,88,231,142
92,198,118,2389
93,85,99,79
2,190,29,894
36,185,164,4336
36,365,212,9081
62,355,164,4852
65,395,120,144
40,329,134,3499
109,243,53,3567
97,29,130,9165
8,181,173,8519
57,232,195,7641
16,66,33,4826
83,361,78,513
6,49,218,9913
28,265,181,2630
45,223,193,4920
54,149,79,3710
3,239,193,6188
30,331,145,7067
50,376,143,2026
44,181,203,4840
59,179,148,7448
19,297,165,8997
67,198,161,3126
11,340,104,7239
58,205,169,8933
62,156,214,3607
72,304,232,8937
77,356,209,699
19,349,253,7693
20,211,40,4087
21,352,101,8205
89,75,80,9205
106,350,27,2209
4,279,171,5135
13,109,139,9128
52,352,96,4664
2,96,61,5677
3,380,198,7577
20,34,182,3696
109,352,222,6904
113,122,33,223
79,40,229,3280
79,358,36,5302
49,256,231,5108
35,205,189,5499
20,151,170,8553
103,85,217,9314
59,327,187,6652
63,275,101,832
71,2,131,264
77,89,88,8874
99,281,53,7685
86,31,184,6228
41,3,161,6234
30,394,145,2477
3,307,244,3935
104,74,138,2500
109,94,119,2554
85,332,128,4792
78,200,253,7101
34,44,193,3130
8,12,124,4634
4,387,109,2326
31,290,181,5045
23,67,47,2883
101,381,137,2288
19,304,76,9041
107,276,37,3273
4,309,138,9986
67,372,21,8533
113,217,165,6939
60,26,114,5699
12,365,135,3029
84,83,171,1345
11,382,92,6914
21,310,220,1342
101,96,205,4489
72,113,212,7624
37,375,95,2392
50,393,28,660
80,104,22,1060
112,26,212,804
94,62,116,4573
78,24,159,5297
11,397,125,875
106,196,219,4644
66,313,50,5181
113,139,171,3860
97,396,255,5761
3,187,236,4658
39,243,185,6300
25,16,248,1514
58,370,38,8644
54,341,138,4456
98,13,59,2552
91,92,223,7009
15,173,102,8103
107,345,119,2986
13,95,81,3590
37,46,47,8877
3,241,69,3113
19,360,139,4404
86,262,135,1570
45,69,73,9244
51,325,216,1220
1,40,105,8617
73,379,127,3681
110,333,33,5304
66,298,188,9002
42,352,217,2564
96,76,35,4367
95,316,206,5194
94,6,207,7637
27,363,159,1589
71,88,179,1744
51,251,254,5365
96,237,131,7783
35,162,41,4257
70,353,108,2677
36,150,76,9404
73,141,154,8500
74,41,107,279
14,222,247,8436
82,19,211,2764
28,55,97,4822
103,248,193,9957
46,312,174,2397
22,211,133,9187
96,258,172,6320
45,121,169,6745
22,355,249,9869
111,261,129,3894
47,99,186,3082
28,54,254,763
48,218,60,4568
72,44,248,5394
54,272,220,8287
30,306,121,9987
93,333,115,7368
50,96,115,2021
79,111,91,4582
75,107,161,6349
11,135,237,1921
84,44,183,4081
89,387,144,9833
97,207,248,594
61,27,113,5250
91,195,238,2774
16,234,57,5586
84,318,113,6581
90,73,232,3165
52,53,42,1864
6,203,222,1390
8,318,167,855
63,52,158,8664
53,249,125,5208
34,127,89,481
47,67,137,2724
64,196,40,8002
42,249,89,130
41,42,62,4018
11,291,188,8773
79,387,202,2822
32,92,79,2460
71,269,87,248
86,12,184,7762
35,77,85,661
112,35,235,5923
27,386,106,9301
91,164,156,5758
62,213,244,2944
92,107,77,6988
19,244,96,8293
43,392,250,88
62,9,188,1394
76,40,109,8075
63,185,225,5943
56,102,55,2628
20,35,36,3295
76,312,204,9119
99,81,180,9091
22,47,106,6893
40,383,242,8066
38,347,245,2240
111,62,36,486
53,177,110,2290
23,202,193,8686
14,330,160,9574
79,129,82,5682
41,363,223,4640
7,216,74,8095
2,323,39,2275
5,57,188,1057
51,123,87,7892
51,369,187,3152
42,280,31,7145
12,56,249,6647
43,235,176,7951
9,122,41,9519
35,67,32,4698
55,270,82,4397
56,192,49,1742
3,53,197,3537
101,272,155,1745
63,53,82,6017
59,48,223,8370
64,87,153,5086
108,92,96,8580
30,33,147,9726
102,17,154,8177
38,166,183,4279
111,92,241,5836
40,47,157,1677
69,376,47,8109
3,363,75,4376
25,134,65,2121
25,116,101,7599
69,223,140,628
76,97,223,6427
85,218,71,6725
37,228,39,9593
20,285,164,7585
24,131,220,8332
27,18,65,1502
96,123,253,5198
17,373,160,1178
105,143,76,706
94,10,168,1295
30,302,123,9589
53,390,151,3147
48,159,135,6927
108,356,173,5197
59,326,156,9094
61,115,48,6369
19,280,78,1586
103,389,248,498
76,92,211,7739
18,11,141,9747
80,268,46,5111
103,300,205,2651
85,309,34,884
38,335,218,2474
93,246,138,5512
0,352,88,8628
0,6,104,4561
31,399,57,470
40,30,191,4435
26,313,49,7593
96,340,63,4715
31,358,173,4882
9,195,29,8834
90,269,229,6203
87,342,202,4403
4,202,100,2437
68,286,129,4444
42,360,139,3901
34,6,115,1321
40,280,248,9142
39,134,178,457
105,76,25,1266
108,13,118,7489
77,32,90,1578
71,309,109,3453
1,329,81,3904
17,367,202,5268
28,183,183,662
73,204,113,352
52,302,54,5020
62,271,211,1522
16,372,115,9702
18,10,150,90
69,258,237,5611
44,74,233,8751
112,263,144,3550
99,247,123,9336
0,96,174,2744
103,269,184,521
104,383,75,1550
70,246,243,2135
7,67,25,6037
31,347,142,6715
23,242,222,3309
65,118,86,2068
46,32,134,8316
32,197,78,3380
17,315,162,8031
0,142,135,4051
7,169,227,4417
85,167,102,5529
20,227,182,1071
2,2,196,7635
71,350,218,8101
16,174,51,3246
100,288,61,6610
101,328,188,4866
23,395,119,6330
8,220,81,5497
92,341,197,9847
35,267,256,5979
105,324,102,5209
5,165,191,5376
35,112,241,2347
109,257,37,431
111,303,69,6743
47,327,152,8789
62,209,252,829
22,220,145,7040
97,95,125,1870
70,292,129,9453
84,184,235,7694
27,146,226,2934
98,364,157,9916
75,223,135,4787
18,97,194,6868
75,273,249,9993
94,303,102,9480
40,27,73,9417
56,270,30,8463
42,304,67,6092
76,135,98,901
19,187,225,3767
49,263,147,7459
31,183,150,1775
57,57,137,3873
91,100,251,4713
49,49,237,6716
97,313,205,7345
105,231,79,429
74,23,204,5536
19,49,72,3417
18,192,227,8806
55,7,161,9292
57,41,54,7014
70,219,255,9653
76,323,98,4004
19,143,248,3219
68,230,114,1660
84,255,173,4144
96,372,152,6646
1,363,142,9061
36,178,158,7200
31,37,246,7636
4,305,77,7602
85,265,140,4198
30,285,214,946
34,70,254,3035
58,373,146,9685
33,165,164,6305
46,84,143,467
111,255,215,1572
1,271,206,6871
80,258,191,7541
80,33,135,4857
71,355,143,1076
94,312,177,8046
80,100,225,2150
57,86,194,4985
20,378,25,153
91,33,120,5043
29,129,159,6698
105,389,195,3473
14,76,158,3032
86,305,73,7384
7,327,63,6563
10,100,98,6310
13,268,165,4629
26,322,61,2717
87,320,150,3314
96,210,214,4346
36,292,226,8967
33,310,54,6683
35,93,30,6044
100,254,65,2889
64,308,100,8166
74,90,186,539
26,22,158,7050
98,283,134,4342
92,171,37,121
17,136,123,831
23,239,136,8573
39,89,69,3664
82,395,77,3809
96,256,161,379
25,388,209,6731
71,280,230,450
82,89,106,7011
54,140,162,8498
29,298,23,7733
97,382,191,2588
82,198,27,4203
78,82,209,4699
30,49,75,5352
90,191,61,5603
83,126,198,9873
25,394,249,5308
33,113,205,405
107,116,109,2790
15,137,28,3268
34,26,139,7677
36,312,28,7763
43,317,228,6719
43,363,58,7627
51,161,51,67
46,107,234,8434
70,380,163,2251
112,271,252,6208
37,271,23,6331
85,376,61,9982
85,340,223,9239
36,140,98,6675
68,82,60,1867
77,67,236,729
51,357,211,8985
53,215,125,665
73,327,244,9278
76,294,42,4855
53,339,213,9522
25,297,241,6456
104,61,165,7242
104,379,33,1673
21,154,241,3591
6,398,202,4990
97,287,42,4058
86,44,171,9836
75,14,128,1371
93,302,134,4658
107,105,144,913
80,193,169,5908
75,397,238,4569
17,379,151,4251
52,82,59,1856
26,139,125,7719
88,336,58,4128
79,337,214,3644
105,397,91,2851
77,319,223,2541
50,374,256,1637
83,4,181,5180
15,117,47,7098
15,260,174,8642
39,225,176,1242
76,332,72,832
96,66,107,2699
32,106,142,8960
86,250,123,2408
107,89,96,4827
65,51,225,5770
57,106,211,7681
80,378,255,2771
87,3,188,3354
64,352,149,7957
92,315,137,5819
40,46,36,2337
39,26,58,612
70,279,182,6561
73,393,52,933
80,5,44,7088
89,173,163,7348
3,228,242,7261
102,393,29,986
17,132,87,7968
45,132,213,3635
86,362,224,4460
13,240,182,5303
54,358,121,3410
59,376,39,3955
76,124,225,4627
51,157,239,8986
73,362,233,3629
47,259,131,5125
46,312,44,5861
90,30,140,5190
91,319,48,3382
29,378,97,5348
38,166,59,9661
44,110,219,2128
4,310,100,1131
70,220,54,2855
14,271,239,7800
71,5,89,8415
5,362,237,9168
23,8,43,7491
112,364,208,8892
7,185,184,329
98,260,148,4214
90,151,102,2559
38,220,190,9697
103,223,20,4919
29,128,126,1515
63,325,73,6397
66,30,41,5832
61,61,107,7492
6,251,128,2037
24,254,213,6789
49,349,165,5173
112,363,201,4089
76,151,123,2932
104,261,142,1922
108,82,137,9817
26,341,228,4890
38,35,92,5388
106,382,115,7593
62,245,102,2554
28,8,163,158
88,95,106,3205
66,386,162,697
92,53,182,1670
60,56,120,2972
104,210,107,3449
94,43,248,224
17,224,31,7931
1,14,227,2081
82,129,159,5040
95,240,61,2078
20,392,84,4668
88,135,158,3206
58,150,201,1730
47,268,92,4665
104,248,208,4047
87,208,163,2558
28,370,32,3198
16,341,149,7439
93,366,74,5535
19,320,178,6898
11,72,52,565
94,150,77,3416
108,69,205,9639
33,306,236,6221
88,127,111,5199
73,220,136,5972
25,57,43,4523
7,335,117,1872
60,61,207,6990
70,235,119,2158
107,192,159,6018
104,395,160,8646
89,126,74,2971
19,92,144,4157
67,153,128,3327
38,49,85,1491
69,163,235,6181
7,216,26,8913
6,27,35,6509
95,142,210,5816
74,93,35,348
62,21,57,2216
100,211,33,9706
32,345,84,7610
108,342,97,7279
12,162,103,4945
90,96,236,7818
70,16,180,3800
41,190,240,1329
107,213,34,9594
10,182,216,351
111,289,99,9005
88,337,72,3326
32,228,40,6467
16,98,103,7287
93,225,109,3990
15,104,90,3700
78,68,195,2467
81,100,93,5443
92,368,86,6758
24,132,202,9585
52,2,247,9268
85,238,44,3803
74,7,211,7661
110,384,109,1409
60,29,97,509
30,98,147,5314
89,309,107,7447
37,12,160,8284
63,327,87,8983
90,204,150,5350
62,67,40,5839
40,286,255,2257
54,256,160,2800
36,125,172,508
97,36,38,9984
100,338,183,3974
32,278,118,5701
76,333,180,9502
81,282,251,1193
2,143,113,3942
65,397,94,2891
10,97,122,6135
82,286,60,566
64,306,125,4143
41,284,38,2211
11,263,157,3395
44,0,210,1196
66,396,196,157
85,371,199,5771
106,298,106,6371
97,113,67,3922
6,98,106,4496
31,202,123,3953
74,10,55,7187
2,285,215,9340
66,232,138,4763
14,45,236,5468
102,97,70,6946
83,359,162,7980
110,322,155,8978
77,222,66,5658
82,246,192,5262
31,256,110,1284
92,110,207,1495
56,375,192,7357
78,296,184,6564
18,101,145,4123
19,383,50,1225
82,210,33,9945
63,14,251,804
48,215,143,7821
60,8,140,3014
81,36,228,6756
37,6,251,7080
64,272,144,239
92,285,202,980
67,192,215,5869
40,53,52,3785
56,28,204,1544
12,181,76,8134
73,83,150,5042
29,178,148,9978
112,58,199,5602
61,10,95,2269
110,90,182,5200
45,23,112,922
19,396,91,8754
50,28,193,6008
12,219,53,7364
56,188,122,5398
2,174,115,8989
42,151,105,5833
2,175,214,8926
98,358,246,234
96,182,226,4824
10,373,115,3847
29,383,215,3886
95,341,204,8123
107,348,172,5851
2,248,42,4246
11,234,145,7305
50,251,168,8463
44,59,224,1337
14,118,77,783
106,346,21,7220
72,129,152,7405
111,394,182,8842
4,230,102,1574
70,205,224,7095
105,111,45,4522
34,243,145,9680
8,127,140,481
70,279,159,7273
76,36,221,2166
85,69,87,1307
98,258,88,6140
96,94,205,6523
19,299,59,5120
84,279,58,1782
79,352,77,7349
1,388,126,7781
57,275,245,3333
50,308,152,3928
101,347,47,4967
85,178,208,6387
72,178,129,2649
74,201,203,5519
93,87,32,8339
104,360,160,2229
109,219,235,1479
113,382,169,4010
54,358,241,7752
2,44,184,7456
34,50,101,789
109,84,103,6800
113,63,235,5285
84,39,244,6850
29,213,198,3852
41,383,227,6141
93,346,183,303
36,13,86,9428
61,197,118,4274
99,214,179,6536
21,322,67,5226
81,160,100,8083
98,325,110,4147
5,79,54,2778
49,302,86,5608
105,183,221,1668
54,125,125,3031
104,250,72,8626
27,356,69,4828
53,220,84,9683
61,340,51,2854
15,59,137,2319
66,262,118,7379
91,250,196,332
57,131,234,8591
72,320,75,4930
46,145,223,2502
44,189,48,2768
66,187,136,2148
112,100,238,9630
98,248,61,1647
101,279,44,4819
52,156,79,9836
51,327,149,3522
79,124,145,1139
12,326,183,9722
66,191,43,7173
15,121,87,1980
12,208,25,1919
53,367,66,1645
9,81,190,9572
46,343,213,4271
47,233,239,5146
6,72,129,9717
33,72,106,4666
88,319,44,3250
109,344,158,2703
63,94,47,5667
73,66,188,1209
16,325,157,971
2,168,130,9407
85,21,255,5023
51,112,59,9048
95,337,202,5872
4,149,73,9508
112,6,78,3542
86,241,32,6489
44,42,81,2366
64,272,159,4892
62,278,20,769
106,77,130,6344
45,121,151,7855
10,333,144,604
23,349,197,9405
81,263,235,8915
5,381,26,2394
110,382,208,6169
72,171,239,4528
105,13,48,9804
112,344,39,2155
88,29,100,5654
66,177,87,2483
53,194,247,2605
46,308,108,6436
60,5,118,5052
112,291,40,919
2,242,67,2497
0,396,117,3637
21,335,62,8499
95,51,107,6954
36,227,255,609
56,328,64,1760
101,168,153,4885
89,396,38,205
52,162,244,6179
14,359,31,8426
32,9,52,2803
47,109,47,1064
26,256,140,2458
22,203,160,2663
70,329,104,6388
48,299,44,2283
105,268,46,6762
42,61,26,4195
35,231,216,4447
63,54,44,4138
84,31,168,2645
18,181,123,1417
101,50,174,5558
102,354,252,4623
9,222,89,1786
21,165,234,6928
42,41,167,7191
32,300,45,5323
61,152,209,9218
69,287,132,4998
4,327,213,8583
29,389,115,7557
37,285,68,6182
59,233,172,5878
38,343,80,8242
68,273,241,9310
58,88,121,6291
95,317,70,859
2,172,81,214
40,210,212,9258
1,11,51,1596
9,219,112,6353
88,36,180,6677
55,196,233,1336
8,361,178,2262
32,371,64,417
62,397,214,2021
71,302,208,7245
42,254,107,6420
108,224,110,2754
19,84,160,5173
8,335,108,5417
105,399,157,5911
49,258,98,6551
2,107,112,7544
36,78,181,4518
44,378,161,7717
53,311,214,5530
7,154,218,2876
22,103,197,2829
19,251,110,4266
79,138,247,644
21,146,214,4394
74,225,35,7203
102,161,32,8256
47,375,221,578
42,202,248,4633
22,321,51,6807
3,325,21,5934
62,259,26,6735
59,142,255,6158
102,253,211,1735
20,70,140,4761
82,113,75,4454
36,262,43,8108
109,117,219,9206
27,326,86,9273
54,288,52,7874
28,233,162,1258
77,368,126,5753
90,255,130,2723
78,236,222,5834
99,223,23,8507
39,148,65,3929
104,341,35,6648
76,234,74,71
87,239,220,9879
44,298,228,3438
64,335,208,6557
5,334,136,8755
29,371,217,909
69,125,82,7372
38,225,250,741
68,2,66,1785
81,221,184,78
88,135,218,9243
28,204,183,8748
41,52,164,9376
94,264,161,8056
62,147,128,5962
64,147,130,4282
54,260,208,7326
100,315,198,8431
105,314,174,1933
13,0,71,4011
2,385,246,8674
40,69,149,7022
44,163,42,1756
56,343,24,2831
57,161,68,2401
82,99,192,8075
64,19,82,3347
64,112,40,8014
37,191,100,7154
111,163,147,9559
68,95,108,9363
24,119,33,1217
27,285,169,4468
47,140,140,9889
81,64,171,6614
34,162,181,1433
68,339,154,1648
29,358,60,3500
104,198,241,9523
50,373,85,1538
39,154,36,6684
2,46,213,9349
94,68,118,5221
1,280,43,2421
94,195,192,4497
63,210,128,4005
81,290,85,5607
75,133,217,4797
19,249,175,8705
57,35,79,9787
20,68,209,1684
17,198,154,2760
65,323,186,5406
83,295,195,2006
57,171,242,3440
42,197,102,3975
107,166,50,1886
107,198,199,9156
21,210,160,9315
97,1,40,4646
33,52,159,6071
48,325,96,6571
87,245,35,4533
98,285,28,7176
85,184,55,3303
47,380,174,2160
57,84,202,4846
44,250,49,3068
107,326,110,8232
32,227,131,1133
57,200,55,6826
31,291,166,5464
14,33,49,3952
59,349,188,8906
51,336,148,8530
14,144,59,6104
112,119,143,367
31,320,144,1660
103,201,108,591
31,126,164,8905
16,273,144,8218
4,78,84,2040
73,393,72,1439
94,252,59,2921
89,197,37,5218
98,158,159,827
31,194,223,2866
74,369,243,4594
90,108,134,7001
0,47,39,3583
20,221,211,7339
5,315,201,77
103,6,182,7993
12,208,133,9430
105,134,75,3695
30,54,85,9392
3,275,90,8030
95,355,143,3485
32,164,198,6769
94,199,201,1728
98,320,238,2329
34,255,181,539
111,262,214,2508
14,132,102,3335
30,179,253,4251
20,296,96,3820
80,305,238,8525
61,264,71,1691
74,122,117,279
53,120,115,3834
41,245,146,6966
56,269,27,9698
7,82,56,5292
12,7,188,9117
105,355,217,2781
48,112,104,6204
84,231,21,3072
4,129,199,8763
101,191,219,4940
68,121,229,424
3,341,188,7000
17,358,39,1883
74,132,196,5280
111,172,209,6021
44,79,72,9944
90,285,26,6535
88,390,236,2374
24,161,44,2547
78,356,179,2612
102,296,141,5273
13,200,184,6965
76,203,213,6082
42,143,20,1318
71,222,103,6887
69,312,53,3153
97,148,28,3917
90,116,72,2298
24,360,123,3050
20,46,141,9413
103,280,133,1142
54,23,149,3183
18,290,35,148
44,243,41,9257
46,242,247,1464
65,327,133,3650
88,318,68,777
15,32,77,5306
112,158,116,3240
49,37,127,5686
72,386,73,9963
106,273,140,4158
102,106,150,3398
87,55,72,5619
49,353,198,511
56,115,51,9059
37,259,120,3401
92,243,80,781
76,241,38,7778
50,66,254,8019
20,31,249,4521
85,353,174,2096
84,20,98,6526
11,128,201,8124
60,372,109,5925
76,145,90,4731
33,74,116,5937
18,87,151,7093
98,70,57,5659
3,227,214,5714
58,33,173,1448
63,80,43,5430
16,238,203,145
31,381,165,1772
49,168,234,9591
109,193,35,2076
45,195,143,3334
55,335,197,8398
32,109,62,3718
5,394,25,2112
11,132,229,1424
52,220,221,6258
113,318,181,58
106,339,77,3280
11,353,30,2500
96,297,55,633
55,275,235,6318
33,287,219,2055
21,42,190,2666
4,176,90,3137
90,58,178,6706
47,336,175,8329
89,86,38,2576
83,266,128,9928
26,98,53,865
6,189,105,5902
102,234,71,5744
39,375,90,5560
38,119,104,5904
60,279,28,8050
113,14,220,1344
24,324,192,3845
111,254,33,8539
31,228,158,3864
44,272,209,1044
95,337,228,302
18,79,140,4117
77,261,94,2018
13,195,250,4084
81,229,145,5036
43,274,38,5246
23,7,142,9826
46,79,38,6240
10,284,235,7253
113,62,22,8758
95,215,155,8529
34,365,244,3195
73,19,205,5974
89,14,245,4899
111,63,59,7901
39,284,58,9874
35,346,180,4584
35,396,171,4905
103,84,242,8236
72,129,175,7690
42,130,141,9710
69,105,210,5794
109,231,149,6810
92,138,163,6178
112,309,241,385
63,61,36,4238
107,209,240,1978
64,34,178,1270
59,289,42,9850
32,38,83,5247
84,192,156,3283
32,169,37,9190
64,295,144,2027
47,297,207,8168
91,102,83,8130
27,102,124,1783
35,102,149,6652
32,367,83,341
15,200,78,5319
34,162,175,5032
69,125,46,2615
69,2,121,4216
12,342,216,9472
109,46,167,5964
43,20,126,4233
109,344,239,9870
21,76,135,8706
26,240,148,890
78,369,33,1230
89,1,86,7294
30,59,80,6956
51,341,98,678
67,240,140,3258
28,91,143,6696
11,86,80,7230
41,50,209,6804
32,44,172,9605
18,104,153,311
19,274,177,8563
56,283,128,5433
52,28,172,1175
6,288,103,9742
10,26,200,6600
107,33,153,7505
42,156,217,1285
61,294,38,2994
101,16,212,8310
6,130,146,3916
53,169,68,8233
39,225,200,9104
69,69,68,6416
11,52,217,9402
106,186,237,2166
55,47,102,7550
100,355,81,3951
71,144,25,6661
99,15,211,8474
11,169,87,4560
48,3,57,7120
8,63,44,290
84,272,244,7432
16,135,81,1042
108,318,189,5023
57,187,69,1123
18,200,67,5372
26,143,164,3389
38,128,171,2828
108,92,31,4386
40,252,131,373
21,289,147,8161
50,28,197,8671
15,79,161,4964
64,376,37,4255
99,394,194,1523
71,381,249,3443
8,356,79,8598
12,28,142,4684
18,70,239,8120
58,252,49,3984
41,2,169,7533
28,112,120,647
19,118,153,3422
62,85,242,7248
21,16,241,8642
10,361,185,5454
97,129,186,5177
96,299,32,5740
65,104,121,8248
38,342,28,1781
21,107,56,1276
41,196,56,4483
60,127,43,6866
5,346,33,2095
105,35,48,1624
61,232,30,4067
38,125,106,3386
41,58,200,862
15,23,166,499
44,47,206,9014
31,29,111,3996
56,336,212,1497
1,124,37,7429
109,391,143,6880
93,188,198,8449
17,44,80,3921
53,253,117,5354
108,242,72,1138
83,385,100,4569
39,205,256,5983
43,300,152,5662
71,277,212,842
74,152,40,9468
12,14,181,1093
94,51,220,9602
69,141,118,1375
93,149,40,9228
6,12,200,4876
46,171,242,4717
60,336,154,5580
101,342,241,2887
21,213,22,1411
21,234,191,5919
91,138,103,2972
107,85,99,5961
26,378,112,7470
90,228,42,9817
34,371,222,2831
0,102,172,2897
48,338,252,2498
100,264,62,349
100,372,212,6862
50,33,149,4719
107,227,29,9967
31,83,74,4944
81,385,112,2967
39,162,66,2677
76,353,137,7186
27,226,79,2112
8,273,179,3998
62,122,244,6759
0,75,233,8681
104,71,163,4513
29,351,30,8139
76,129,246,6576
20,323,202,6870
51,152,65,5229
78,152,132,6817
51,100,72,3046
23,34,148,6157
11,90,45,4499
89,353,111,9249
77,217,68,1367
19,254,199,4164
107,103,203,863
