SeedID,Environment,Task,Solved,UsedSeed,StepsOrNote,RuntimeSeconds
61987,Env_57,Task_5,False,,,149.231
74321,Env_24,Task_81,False,,,358.292
61987,Env_37,Task_80,True,10,173,12.965
61987,Env_52,Task_44,True,10,225,15.435
61987,Env_55,Task_68,True,10,382,0.382
74321,Env_76,Task_79,False,,,120.395
61987,Env_72,Task_27,False,,,45.705
74321,Env_76,Task_93,True,10,295,18.295
22589,Env_17,Task_39,False,,,178.246
74321,Env_24,Task_45,False,,,102.12
74321,Env_56,Task_16,True,10,190,36.122
74321,Env_56,Task_34,True,10,145,0.089
74321,Env_66,Task_1,True,10,267,0.216
78901,Env_32,Task_30,False,,,331.767
78901,Env_32,Task_39,True,10,191,13.945
78901,Env_32,Task_32,True,10,150,7.213
61987,Env_71,Task_69,True,10,158,91.969
61987,Env_68,Task_79,True,23,160,10.537
78901,Env_44,Task_61,False,,,549.587
37012,Env_15,Task_49,False,,,2956.835
37012,Env_60,Task_2,True,10,612,0.807
61987,Env_68,Task_71,True,10,68,51.483
78901,Env_9,Task_9,False,,,139.311
78901,Env_86,Task_31,True,10,374,0.722
78901,Env_32,Task_16,False,,,99.793
78901,Env_86,Task_76,True,10,182,26.766
78901,Env_97,Task_87,True,10,165,0.124
78901,Env_97,Task_67,True,10,146,0.978
22589,Env_17,Task_64,False,,,180.748
22589,Env_74,Task_96,False,,,58.479
78901,Env_4,Task_3,False,,,121.19
90785,Env_7,Task_61,True,10,236,0.241
78901,Env_81,Task_55,False,,,168.594
8967,Env_88,Task_29,True,10,236,10.069
67890,Env_40,Task_75,True,93572,235,2790.972
8967,Env_88,Task_15,True,10,319,0.839
78901,Env_32,Task_86,False,,,173.113
78901,Env_42,Task_31,True,10,374,0.911
78901,Env_42,Task_56,True,10,199,0.292
90785,Env_7,Task_91,False,,,87.312
78901,Env_12,Task_63,False,,,161.83
67890,Env_40,Task_80,True,2223,278,149.14
67890,Env_40,Task_100,True,66,174,18.008
67890,Env_40,Task_34,True,10,557,6.968
67890,Env_15,Task_27,False,,,53.763
78901,Env_42,Task_63,False,,,163.582
8967,Env_88,Task_61,False,,,246.149
67890,Env_89,Task_60,False,,,1498.766
67890,Env_36,Task_78,True,10,139,1.039
90785,Env_7,Task_58,False,,,168.838
67890,Env_100,Task_10,True,10,89,0.751
90785,Env_2,Task_84,True,10,157,0.146
74321,Env_89,Task_17,True,66,277,2033.701
78901,Env_35,Task_69,False,,,714.814
74321,Env_89,Task_39,True,10,154,1.546
90785,Env_26,Task_27,True,10,180,16.581
78901,Env_99,Task_43,True,10,273,8.572
8967,Env_37,Task_54,True,10,253,25.47
90785,Env_21,Task_68,True,10,183,17.362
90785,Env_21,Task_42,True,10,272,0.569
90785,Env_45,Task_24,True,10,641,0.734
90785,Env_45,Task_5,True,10,266,1.073
74321,Env_89,Task_94,True,23,218,36.602
74321,Env_31,Task_84,False,,,1586.898
78901,Env_81,Task_60,False,,,348.315
74321,Env_73,Task_20,False,,,74.37
74321,Env_36,Task_59,True,10,203,29.548
74321,Env_36,Task_80,True,10,221,0.503
74321,Env_29,Task_48,True,10,203,0.367
8967,Env_62,Task_9,True,10,152,194.939
8967,Env_62,Task_19,True,10,342,0.806
8967,Env_58,Task_70,True,10,232,4.975
8967,Env_58,Task_84,True,10,52,0.092
78901,Env_50,Task_26,False,,,229.998
78901,Env_50,Task_90,True,10,143,2.635
90785,Env_45,Task_39,True,10,213,191.734
78901,Env_50,Task_53,True,10,58,5.195
90785,Env_45,Task_85,True,10,201,6.449
90785,Env_45,Task_79,True,10,263,0.212
78901,Env_16,Task_55,False,,,168.132
78901,Env_16,Task_32,True,10,150,7.218
78901,Env_16,Task_43,True,10,273,8.661
78901,Env_63,Task_44,True,10,172,0.558
8967,Env_82,Task_39,True,10,160,0.173
8967,Env_28,Task_73,False,,,154.374
8967,Env_94,Task_68,True,10,317,2.481
8967,Env_96,Task_28,True,66,191,120.555
90785,Env_45,Task_48,False,,,111.063
78901,Env_62,Task_79,False,,,749.65
78901,Env_41,Task_42,True,10,304,1.09
78901,Env_24,Task_36,True,10,274,0.255
78901,Env_46,Task_62,False,,,358.382
8967,Env_36,Task_43,False,,,70.606
8967,Env_4,Task_52,True,10,76,3.393
74321,Env_31,Task_29,False,,,367.47
78901,Env_93,Task_16,False,,,99.019
78901,Env_93,Task_28,True,10,53,0.157
78901,Env_53,Task_17,True,10,701,9.439
67890,Env_8,Task_75,True,93572,235,2763.279
67890,Env_18,Task_24,True,10,286,1.511
67890,Env_39,Task_15,True,10,97,0.792
78901,Env_53,Task_89,False,,,27.43
67890,Env_39,Task_65,False,,,32.145
74321,Env_23,Task_58,False,,,151.055
74321,Env_23,Task_23,True,10,173,0.16
74321,Env_1,Task_76,True,10,57,0.033
74321,Env_4,Task_32,True,10,138,2.889
67890,Env_69,Task_7,False,,,265.318
78901,Env_31,Task_15,False,,,366.592
78901,Env_31,Task_44,True,10,172,0.552
78901,Env_96,Task_44,True,10,172,0.552
78901,Env_96,Task_100,True,10,231,7.722
78901,Env_23,Task_25,True,10,92,0.066
78901,Env_23,Task_43,True,10,273,8.713
78901,Env_46,Task_66,True,23,117,545.016
74321,Env_4,Task_81,False,,,349.013
78901,Env_7,Task_80,False,,,61.717
78901,Env_7,Task_54,True,10,188,20.74
78901,Env_3,Task_2,True,10,282,53.451
37012,Env_59,Task_11,False,,,5228.95
78901,Env_3,Task_92,False,,,146.233
78901,Env_26,Task_68,True,10,183,0.325
78901,Env_12,Task_8,False,,,1380.691
78901,Env_75,Task_32,True,10,150,7.306
78901,Env_75,Task_56,True,10,199,0.291
78901,Env_1,Task_62,False,,,360.427
61987,Env_8,Task_56,False,,,5653.996
61987,Env_18,Task_24,True,10,90,0.057
61987,Env_18,Task_65,True,10,271,0.356
78901,Env_75,Task_91,True,10,186,110.589
78901,Env_70,Task_89,False,,,27.754
78901,Env_28,Task_67,True,10,146,1.008
78901,Env_26,Task_63,False,,,163.084
8967,Env_92,Task_87,True,881,101,29.889
78901,Env_10,Task_61,False,,,546.16
78901,Env_77,Task_47,True,10,90,37.061
8967,Env_67,Task_58,False,,,254.604
78901,Env_77,Task_50,True,10,332,5.518
78901,Env_77,Task_56,True,10,199,0.283
8967,Env_67,Task_57,True,10,184,13.522
8967,Env_89,Task_88,True,10,151,0.131
67890,Env_97,Task_98,False,,,3712.549
37012,Env_48,Task_21,True,2021,247,423.858
37012,Env_69,Task_85,False,,,6344.94
37012,Env_69,Task_40,True,10,342,1.326
8967,Env_38,Task_77,True,32,199,79.563
67890,Env_97,Task_27,False,,,53.389
67890,Env_12,Task_71,True,10,272,0.926
78901,Env_28,Task_78,True,10,255,306.542
67890,Env_12,Task_42,False,,,94.818
8967,Env_75,Task_22,True,32,220,120.886
78901,Env_77,Task_83,False,,,226.187
8967,Env_74,Task_53,True,10,172,0.621
8967,Env_78,Task_35,False,,,342.853
67890,Env_75,Task_65,False,,,32.039
67890,Env_69,Task_28,False,,,1045.715
37012,Env_61,Task_11,False,,,5255.872
67890,Env_34,Task_37,False,,,115.055
37012,Env_17,Task_67,True,10,147,14.992
37012,Env_17,Task_65,True,10,224,0.185
37012,Env_34,Task_59,True,10,401,367.558
67890,Env_6,Task_82,True,10,180,17.714
37012,Env_81,Task_21,True,2021,247,419.038
61987,Env_11,Task_56,False,,,5654.654
78901,Env_30,Task_61,False,,,547.97
8967,Env_57,Task_89,True,10,160,0.437
8967,Env_96,Task_98,False,,,1915.284
8967,Env_45,Task_12,False,,,64.711
8967,Env_45,Task_93,True,10,253,3.62
8967,Env_96,Task_87,True,881,101,29.503
8967,Env_96,Task_25,True,10,143,0.099
67890,Env_6,Task_68,False,,,332.468
67890,Env_51,Task_51,True,23,320,13.594
67890,Env_64,Task_29,True,10,115,4.366
67890,Env_62,Task_16,True,10,87,1.076
8967,Env_56,Task_80,True,10,283,0.243
61987,Env_47,Task_87,False,,,343.978
61987,Env_89,Task_95,True,10,282,0.661
8967,Env_56,Task_26,True,10,213,37.447
8967,Env_76,Task_88,True,10,151,0.116
61987,Env_73,Task_33,True,73,164,23.504
61987,Env_73,Task_79,True,23,160,10.521
8967,Env_7,Task_11,True,10,230,2067.232
8967,Env_93,Task_19,True,10,342,0.987
8967,Env_93,Task_29,True,10,236,9.993
8967,Env_93,Task_77,True,32,199,78.929
37012,Env_6,Task_5,False,,,548.563
37012,Env_58,Task_91,True,10,275,0.181
8967,Env_96,Task_66,False,,,288.563
8967,Env_76,Task_66,False,,,286.579
8967,Env_28,Task_3,True,28514,281,78.04
8967,Env_52,Task_73,False,,,151.852
8967,Env_18,Task_91,True,10,219,14.901
3768,Env_61,Task_56,True,10,180,4.069
37012,Env_74,Task_14,True,71203,192,757.014
3768,Env_88,Task_31,True,23,107,65.488
3768,Env_37,Task_2,True,10,160,6.079
37012,Env_64,Task_69,True,1415,157,235.574
37012,Env_73,Task_88,False,,,73.569
8967,Env_25,Task_72,False,,,126.688
37012,Env_41,Task_3,True,10,223,39.659
8967,Env_39,Task_61,False,,,245.401
8967,Env_55,Task_83,False,,,60.538
8967,Env_55,Task_44,True,10,155,3.746
8967,Env_55,Task_48,True,10,58,0.033
8967,Env_70,Task_52,True,10,76,3.384
8967,Env_25,Task_2,False,,,226.94
8967,Env_25,Task_56,False,,,149.54
8967,Env_48,Task_70,True,10,232,4.972
8967,Env_48,Task_75,True,10,55,0.084
8967,Env_1,Task_100,True,10,173,0.556
8967,Env_1,Task_82,True,10,286,0.321
8967,Env_67,Task_20,True,23,142,11.606
8967,Env_67,Task_79,True,10,354,1.101
3768,Env_65,Task_53,True,23,172,11.183
3768,Env_65,Task_12,True,10,324,9.857
3768,Env_65,Task_57,True,10,169,3.39
37012,Env_73,Task_45,True,10,562,440.47
22589,Env_98,Task_91,False,,,7991.964
22589,Env_98,Task_34,True,10,268,3.51
3768,Env_86,Task_77,True,10,265,25.274
3768,Env_35,Task_35,False,,,142.994
3768,Env_35,Task_18,True,10,174,0.541
3768,Env_82,Task_10,True,10,215,0.126
22589,Env_57,Task_67,False,,,291.511
67890,Env_100,Task_98,False,,,3651.468
3768,Env_1,Task_42,True,10,295,11.254
3768,Env_67,Task_29,True,10,55,0.146
3768,Env_62,Task_68,False,,,998.944
3768,Env_62,Task_27,True,10,228,39.86
22589,Env_24,Task_91,False,,,7963.329
22589,Env_24,Task_90,True,10,221,0.156
3768,Env_50,Task_26,True,10,95,3.955
8967,Env_73,Task_11,True,10,230,2060.174
8967,Env_27,Task_95,True,10,194,1.377
8967,Env_87,Task_11,True,10,230,2065.939
3768,Env_11,Task_72,False,,,623.29
3768,Env_8,Task_28,False,,,169.748
3768,Env_34,Task_13,False,,,81.396
8967,Env_23,Task_2,False,,,228.204
3768,Env_89,Task_24,False,,,379.808
3768,Env_8,Task_32,False,,,110.281
3768,Env_8,Task_8,True,10,384,3.815
3768,Env_28,Task_95,True,1819,118,105.985
3768,Env_94,Task_41,True,10,184,5.779
3768,Env_94,Task_76,False,,,1.29
3768,Env_34,Task_64,False,,,276.112
3768,Env_34,Task_69,False,,,132.648
3768,Env_22,Task_4,True,66,302,19.991
3768,Env_22,Task_96,True,10,56,1.883
3768,Env_38,Task_98,False,,,505.843
8967,Env_47,Task_16,True,10,573,986.451
8967,Env_47,Task_15,True,10,319,0.869
8967,Env_70,Task_98,False,,,1912.492
8967,Env_99,Task_56,False,,,151.586
8967,Env_33,Task_77,True,32,199,79.536
8967,Env_30,Task_57,True,10,184,13.635
8967,Env_4,Task_50,False,,,4764.098
22589,Env_93,Task_18,False,,,1447.385
22589,Env_53,Task_14,True,10,175,0.204
22589,Env_31,Task_19,True,23,48,7.909
8967,Env_66,Task_47,False,,,3011.456
8967,Env_66,Task_36,True,10,290,3.141
22589,Env_31,Task_10,False,,,376.996
32456,Env_93,Task_32,False,,,10449.141
32456,Env_93,Task_68,True,10,304,3.188
32456,Env_93,Task_7,True,10,177,0.162
32456,Env_53,Task_90,True,10,218,0.841
22589,Env_31,Task_23,True,66,410,216.212
22589,Env_31,Task_62,True,10,161,1.648
3768,Env_22,Task_61,False,,,1562.373
3768,Env_7,Task_36,True,10,107,1.011
3768,Env_7,Task_25,False,,,0.976
8967,Env_32,Task_11,True,10,230,2061.626
3768,Env_7,Task_35,False,,,143.274
8967,Env_26,Task_40,True,10,296,29.322
3768,Env_52,Task_99,False,,,143.789
22589,Env_57,Task_93,True,10,150,2843.513
22589,Env_57,Task_53,True,10,403,0.766
22589,Env_37,Task_83,True,10,131,10.33
22589,Env_52,Task_59,True,10,183,3.923
22589,Env_52,Task_89,True,10,195,1.92
22589,Env_43,Task_60,True,10,85,0.487
22589,Env_43,Task_36,True,10,141,1.011
22589,Env_43,Task_20,True,10,202,0.343
3768,Env_52,Task_66,False,,,208.495
3768,Env_1,Task_50,True,10,179,0.627
22589,Env_72,Task_5,False,,,184.077
8967,Env_82,Task_13,False,,,6359.837
8967,Env_82,Task_7,True,10,241,0.214
22589,Env_72,Task_80,True,10,185,160.079
22589,Env_68,Task_38,True,10,181,0.108
3768,Env_26,Task_21,True,123,221,312.532
3768,Env_26,Task_60,True,10,681,14.42
3768,Env_20,Task_93,True,71203,199,134.055
3768,Env_81,Task_19,True,10,395,2.755
3768,Env_85,Task_25,False,,,0.946
3768,Env_78,Task_75,False,,,110.983
8967,Env_80,Task_16,True,10,573,988.844
3768,Env_87,Task_21,True,123,221,312.659
3768,Env_87,Task_4,True,66,302,19.979
3768,Env_87,Task_13,False,,,80.904
78901,Env_50,Task_74,True,23,357,7707.984
3768,Env_90,Task_89,True,10,292,2.109
3768,Env_3,Task_36,True,10,107,1.018
3768,Env_3,Task_80,True,10,243,13.502
8967,Env_97,Task_13,False,,,6319.163
8967,Env_90,Task_18,True,10,200,28.583
3768,Env_29,Task_39,False,,,144.217
8967,Env_3,Task_4,False,,,40.263
3768,Env_29,Task_93,True,71203,199,131.789
3768,Env_77,Task_70,True,10,134,0.308
37012,Env_16,Task_85,False,,,6270.658
37012,Env_16,Task_94,True,10,238,18.768
3768,Env_87,Task_68,False,,,990.276
3768,Env_2,Task_20,False,,,1704.597
3768,Env_87,Task_24,False,,,381.097
3768,Env_2,Task_32,False,,,110.823
8967,Env_80,Task_30,False,,,1620.78
3768,Env_99,Task_90,False,,,73.64
3768,Env_99,Task_58,True,10,182,0.21
22589,Env_96,Task_77,False,,,2957.787
8967,Env_3,Task_90,True,23,175,656.708
8967,Env_3,Task_38,True,10,180,24.063
3768,Env_2,Task_93,True,71203,199,131.412
3768,Env_33,Task_88,False,,,90.434
3768,Env_30,Task_38,True,10,172,0.635
8967,Env_3,Task_6,False,,,191.254
8967,Env_3,Task_71,True,10,163,4.702
3768,Env_41,Task_46,True,10,180,261.937
3768,Env_41,Task_57,True,10,169,3.435
3768,Env_30,Task_64,False,,,281.004
3768,Env_20,Task_31,True,23,107,65.957
3768,Env_57,Task_89,True,10,292,2.103
3768,Env_45,Task_49,True,10,69,0.048
8967,Env_80,Task_49,False,,,528.94
8967,Env_92,Task_70,True,10,232,4.999
3768,Env_60,Task_12,True,10,324,9.979
3768,Env_64,Task_99,False,,,143.551
3768,Env_74,Task_52,False,,,240.774
3768,Env_74,Task_83,True,10,188,0.735
3768,Env_15,Task_21,True,123,221,312.543
8967,Env_20,Task_50,False,,,4756.403
8967,Env_81,Task_67,False,,,268.955
8967,Env_2,Task_82,True,10,286,0.232
3768,Env_56,Task_33,False,,,582.519
3768,Env_56,Task_50,True,10,179,0.621
3768,Env_56,Task_65,True,10,166,31.162
3768,Env_76,Task_96,True,10,56,1.875
3768,Env_59,Task_68,False,,,988.684
3768,Env_84,Task_48,False,,,2122.504
3768,Env_84,Task_95,True,1819,118,105.273
3768,Env_17,Task_28,False,,,172.41
8967,Env_3,Task_1,False,,,1785.008
3768,Env_53,Task_46,True,10,180,263.142
3768,Env_72,Task_36,True,10,107,1.02
8967,Env_29,Task_22,True,32,220,119.011
3768,Env_42,Task_74,True,23,97,11.248
3768,Env_57,Task_6,True,10,576,13.489
8967,Env_77,Task_38,True,10,180,23.891
8967,Env_53,Task_39,True,10,160,0.168
3768,Env_57,Task_80,True,10,243,13.32
3768,Env_21,Task_25,False,,,1.001
3768,Env_5,Task_41,True,10,184,5.837
3768,Env_100,Task_87,True,10,244,4.66
3768,Env_83,Task_18,True,10,174,0.544
3768,Env_31,Task_10,True,10,215,0.131
3768,Env_31,Task_4,True,66,302,20.05
3768,Env_66,Task_26,True,10,95,3.849
8967,Env_70,Task_65,False,,,6122.54
8967,Env_72,Task_58,False,,,247.903
3768,Env_66,Task_66,False,,,208.864
8967,Env_71,Task_78,True,10,328,0.379
3768,Env_12,Task_2,True,10,160,6.075
3768,Env_49,Task_41,True,10,184,5.709
4532,Env_61,Task_17,True,66,175,10.708
4532,Env_88,Task_22,True,10,51,0.032
4532,Env_88,Task_25,True,10,199,0.152
4532,Env_88,Task_27,True,10,184,12.082
4532,Env_37,Task_68,True,10,288,29.527
4532,Env_62,Task_9,True,10,187,0.848
4532,Env_62,Task_8,True,10,96,0.217
4532,Env_58,Task_4,True,10,705,0.662
4532,Env_96,Task_86,True,10,181,1.801
4532,Env_96,Task_100,True,10,184,0.91
4532,Env_96,Task_84,True,10,79,0.402
8967,Env_4,Task_65,False,,,6108.91
67890,Env_80,Task_54,False,,,14691.178
67890,Env_99,Task_24,True,10,286,1.519
67890,Env_46,Task_2,True,10,280,48.038
67890,Env_46,Task_91,True,10,174,1.407
67890,Env_10,Task_20,True,10,208,9.996
67890,Env_77,Task_78,True,10,139,1.051
22589,Env_96,Task_79,True,10,342,2628.585
4532,Env_8,Task_25,True,10,199,0.165
4532,Env_94,Task_87,True,10,63,0.133
3768,Env_46,Task_64,False,,,277.704
3768,Env_13,Task_25,False,,,0.954
3768,Env_69,Task_41,True,10,184,5.736
3768,Env_69,Task_75,False,,,111.472
3768,Env_69,Task_59,True,10,210,0.678
67890,Env_14,Task_46,False,,,258.777
32456,Env_31,Task_18,True,71203,418,5899.997
32456,Env_31,Task_85,True,10,324,0.314
32456,Env_31,Task_27,True,10,147,0.294
32456,Env_96,Task_38,True,23,264,24.397
32456,Env_4,Task_24,True,10,173,0.124
67890,Env_57,Task_85,False,,,15609.198
67890,Env_57,Task_73,True,10,129,7.752
67890,Env_57,Task_97,True,10,165,0.129
67890,Env_37,Task_21,True,10,198,2.525
67890,Env_37,Task_87,True,66,146,43.345
67890,Env_52,Task_16,True,10,87,1.098
67890,Env_14,Task_50,True,66,169,163.853
67890,Env_25,Task_65,False,,,32.062
4532,Env_94,Task_91,False,,,448.625
4532,Env_4,Task_30,True,10,270,0.245
4532,Env_91,Task_95,True,10,297,0.24
3768,Env_59,Task_61,False,,,1551.564
67890,Env_52,Task_57,True,73,100,91.002
4532,Env_95,Task_70,True,10,146,19.483
3768,Env_14,Task_20,False,,,1699.329
3768,Env_14,Task_81,True,10,134,2.385
3768,Env_18,Task_44,True,10,312,1.064
3768,Env_18,Task_62,False,,,3.649
3768,Env_55,Task_29,True,10,55,0.144
8967,Env_91,Task_90,True,23,175,660.36
4532,Env_95,Task_48,True,66,366,49.593
4532,Env_65,Task_6,True,10,159,2.184
4532,Env_65,Task_58,True,10,82,0.163
8967,Env_95,Task_87,True,881,101,29.846
8967,Env_65,Task_84,True,10,52,0.091
8967,Env_35,Task_82,True,10,286,0.261
3768,Env_69,Task_24,False,,,384.723
4532,Env_86,Task_87,True,10,63,0.133
8967,Env_35,Task_26,True,10,213,37.609
8967,Env_41,Task_11,True,10,230,2055.181
8967,Env_35,Task_56,False,,,149.553
8967,Env_44,Task_59,True,10,177,0.155
4532,Env_86,Task_1,True,1415,207,261.782
4532,Env_11,Task_7,True,10,150,0.295
4532,Env_79,Task_9,True,10,187,0.823
8967,Env_44,Task_64,False,,,95.98
4532,Env_40,Task_24,True,10,149,0.508
4532,Env_93,Task_9,True,10,187,0.845
3768,Env_59,Task_24,False,,,379.659
3768,Env_51,Task_90,False,,,72.212
8967,Env_41,Task_6,False,,,190.779
8967,Env_41,Task_24,True,23,193,29.889
4532,Env_50,Task_21,True,10,177,1298.535
4532,Env_2,Task_2,True,10,581,1.162
4532,Env_52,Task_20,False,,,343.892
4532,Env_25,Task_79,False,,,108.075
3768,Env_51,Task_30,True,10,135,379.955
4532,Env_48,Task_16,False,,,17.81
3768,Env_54,Task_95,True,1819,118,104.911
3768,Env_98,Task_12,True,10,324,9.831
61987,Env_50,Task_64,False,,,17256.776
61987,Env_95,Task_28,True,10,317,8.9
67890,Env_52,Task_28,False,,,1019.129
67890,Env_43,Task_3,True,10,521,0.832
3768,Env_98,Task_93,True,71203,199,127.919
4532,Env_65,Task_92,True,881,194,1010.277
4532,Env_35,Task_50,True,10,234,0.3
4532,Env_44,Task_10,True,23,172,11.178
3768,Env_98,Task_92,True,73,73,19.758
3768,Env_9,Task_37,True,10,66,0.041
4532,Env_79,Task_36,False,,,769.059
3768,Env_9,Task_27,True,10,228,38.54
4532,Env_79,Task_96,True,10,165,1.443
4532,Env_79,Task_80,True,10,113,0.499
4532,Env_34,Task_28,True,10,155,1.95
4532,Env_34,Task_19,True,10,244,0.647
4532,Env_72,Task_16,False,,,17.568
8967,Env_10,Task_13,False,,,6381.198
4532,Env_42,Task_31,False,,,50.217
8967,Env_100,Task_11,True,10,230,2058.618
4532,Env_42,Task_12,True,10,279,14.27
4532,Env_71,Task_26,True,10,193,1.105
4532,Env_82,Task_40,False,,,147.149
4532,Env_10,Task_24,True,10,149,0.507
4532,Env_98,Task_85,True,10,182,9.629
4532,Env_19,Task_35,True,10,150,0.121
4532,Env_7,Task_79,False,,,108.311
4532,Env_7,Task_51,True,10,159,0.824
4532,Env_9,Task_83,True,10,195,3.24
4532,Env_40,Task_28,True,10,155,1.944
4532,Env_40,Task_93,True,10,280,3.9
67890,Env_55,Task_43,True,60497,250,235.408
4532,Env_9,Task_17,True,66,175,11.529
67890,Env_72,Task_29,True,10,115,4.378
4532,Env_71,Task_57,True,10,296,79.412
8967,Env_83,Task_64,False,,,96.889
67890,Env_72,Task_42,False,,,95.67
67890,Env_68,Task_55,True,10,207,0.946
67890,Env_68,Task_14,True,10,257,6.373
4532,Env_41,Task_55,False,,,679.063
4532,Env_46,Task_19,True,10,244,0.659
4532,Env_46,Task_82,True,10,722,0.765
4532,Env_57,Task_99,True,10,328,87.424
4532,Env_57,Task_23,True,10,266,10.076
4532,Env_45,Task_86,True,10,181,1.819
4532,Env_13,Task_38,False,,,34.293
4532,Env_13,Task_17,True,66,175,10.934
4532,Env_55,Task_44,False,,,117.581
4532,Env_69,Task_29,True,10,175,3.602
4532,Env_74,Task_99,True,10,328,87.263
4532,Env_70,Task_31,False,,,50.125
5698,Env_61,Task_54,False,,,62.113
4532,Env_59,Task_99,True,10,328,87.433
4532,Env_74,Task_68,True,10,288,29.603
4532,Env_70,Task_34,True,881,101,22.409
4532,Env_70,Task_32,True,10,142,0.082
4532,Env_21,Task_22,True,10,51,0.032
4532,Env_97,Task_17,True,66,175,10.902
4532,Env_16,Task_53,True,10,159,0.108
4532,Env_3,Task_56,True,10,209,0.127
4532,Env_29,Task_22,True,10,51,0.032
4532,Env_5,Task_70,True,10,146,19.512
4532,Env_51,Task_31,False,,,50.563
4532,Env_51,Task_88,True,10,177,0.357
4532,Env_32,Task_63,False,,,1075.656
4532,Env_32,Task_87,True,10,63,0.133
4532,Env_26,Task_77,True,10,56,0.081
3768,Env_55,Task_61,False,,,1557.772
3768,Env_55,Task_54,True,10,160,1.159
4532,Env_87,Task_41,True,66,121,35.749
4532,Env_87,Task_84,True,10,79,0.409
4532,Env_40,Task_78,True,10,666,397.479
4532,Env_51,Task_69,False,,,135.469
4532,Env_54,Task_75,True,10,190,0.145
3768,Env_70,Task_93,True,71203,199,133.255
5698,Env_93,Task_3,True,10,293,0.237
5698,Env_93,Task_42,True,23,70,12.126
5698,Env_88,Task_40,False,,,323.679
5698,Env_37,Task_98,True,23,273,100.607
8967,Env_10,Task_96,False,,,743.054
8967,Env_10,Task_15,True,10,319,0.833
8967,Env_86,Task_75,True,10,55,0.083
8967,Env_11,Task_52,True,10,76,3.392
5698,Env_52,Task_10,False,,,280.468
5698,Env_50,Task_64,False,,,441.152
61987,Env_95,Task_42,False,,,1163.316
4532,Env_54,Task_15,False,,,499.656
5698,Env_89,Task_85,True,10,65,1.149
5698,Env_38,Task_26,True,10,144,0.224
4532,Env_48,Task_45,True,456,245,1348.221
5698,Env_8,Task_17,True,73,295,106.603
5698,Env_25,Task_79,True,1617,302,217.178
5698,Env_25,Task_63,True,10,69,0.044
5698,Env_25,Task_88,True,10,58,20.506
5698,Env_25,Task_100,False,,,111.865
4532,Env_77,Task_92,True,881,194,1004.833
61987,Env_40,Task_100,False,,,373.052
4532,Env_17,Task_41,True,66,121,36.514
61987,Env_60,Task_78,False,,,259.729
61987,Env_60,Task_20,True,10,284,0.435
61987,Env_35,Task_71,True,10,68,104.936
4532,Env_17,Task_76,False,,,401.13
4532,Env_17,Task_24,True,10,149,1.029
61987,Env_27,Task_36,True,23,196,64.948
5698,Env_25,Task_25,True,1617,236,992.181
5698,Env_48,Task_36,True,1819,69,107.528
5698,Env_48,Task_29,True,10,110,47.779
5698,Env_1,Task_30,True,10,214,0.141
4532,Env_53,Task_13,False,,,640.767
4532,Env_53,Task_82,True,10,722,1.373
3768,Env_94,Task_78,False,,,11363.674
3768,Env_91,Task_76,False,,,1.516
5698,Env_84,Task_46,True,10,85,0.123
4532,Env_60,Task_98,True,10,316,2458.267
5698,Env_20,Task_95,False,,,246.56
5698,Env_85,Task_75,True,10,264,0.549
5698,Env_92,Task_25,True,1617,236,942.673
54321,Env_64,Task_18,False,,,20230.879
8967,Env_11,Task_1,False,,,2036.297
5698,Env_85,Task_50,True,10,618,149.476
5698,Env_2,Task_54,False,,,68.756
54321,Env_29,Task_18,False,,,20680.413
4532,Env_5,Task_98,True,10,316,2622.246
4532,Env_15,Task_65,False,,,428.104
5698,Env_84,Task_35,False,,,478.784
5698,Env_74,Task_7,False,,,188.236
5698,Env_17,Task_71,False,,,165.263
5698,Env_78,Task_10,False,,,462.026
4532,Env_56,Task_79,False,,,219.758
4532,Env_14,Task_67,True,10,223,1.775
4532,Env_14,Task_66,True,10,70,1.796
4532,Env_5,Task_69,False,,,259.083
4532,Env_5,Task_54,True,10,202,3.033
4532,Env_18,Task_41,True,66,121,72.134
4532,Env_18,Task_96,True,10,165,2.894
5698,Env_74,Task_8,False,,,210.902
5698,Env_16,Task_84,True,10,371,17.666
5698,Env_90,Task_11,True,10,323,4.452
5698,Env_3,Task_62,True,10,279,0.236
5698,Env_3,Task_3,True,10,293,0.279
4532,Env_100,Task_57,True,10,296,166.243
5698,Env_78,Task_2,False,,,223.804
5698,Env_78,Task_5,True,10,49,0.098
5698,Env_87,Task_29,True,10,110,30.929
54321,Env_64,Task_66,False,,,743.128
8967,Env_11,Task_49,False,,,759.712
4532,Env_39,Task_37,False,,,275.894
8967,Env_79,Task_83,False,,,67.427
5698,Env_29,Task_40,False,,,363.359
8967,Env_79,Task_42,False,,,127.853
8967,Env_79,Task_5,False,,,44.93
8967,Env_34,Task_87,True,881,101,32.249
5698,Env_59,Task_21,True,10,59,3.999
54321,Env_62,Task_2,False,,,347.164
4532,Env_39,Task_65,False,,,514.211
4532,Env_39,Task_61,True,10,175,12.037
5698,Env_59,Task_43,False,,,554.28
32456,Env_4,Task_46,False,,,5819.19
5698,Env_15,Task_79,True,1617,302,436.927
67890,Env_70,Task_85,False,,,15997.007
5698,Env_12,Task_19,True,10,154,0.149
5698,Env_12,Task_1,True,10,192,0.156
5698,Env_12,Task_27,True,10,71,24.868
5698,Env_49,Task_4,True,10,235,2.505
5698,Env_21,Task_96,False,,,381.611
